DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               Amb_P                     CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2015-06-27                18:14:58.020              177.76039376              4266.249450               178.76039376              1435443298.021            0                         963                       0.0000000000E+00          1.4002295961E+02          4.6052024841E+01          4.4812500000E+01          4.4825706482E+01          4.4840232849E+01          2.5000000000E+01          0.0000000000E+00          5.9301652011E+04          0.0000000000E+00          3.6705421992E-01          3.6705421992E-01          3.6705421992E-01          3.6705421992E-01          3.8822097791E-01          3.8822097791E-01          3.8822097791E-01          3.8822097791E-01          6.1981014858E+02          6.5515921058E+02          2.5896255023E+00          2.6969783663E+00          3.1392840771E+00          1.1927590035E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          5.6688780884E+02          0.0000000000E+00          
2015-06-27                18:14:59.230              177.76040777              4266.249786               178.76040777              1435443299.231            4                         963                       0.0000000000E+00          1.4003586266E+02          4.6065526025E+01          4.4812500000E+01          4.4837203333E+01          4.4849132085E+01          4.7000000000E+01          0.0000000000E+00          5.9318420948E+04          0.0000000000E+00          3.6705443555E-01          3.6705432773E-01          3.6705432773E-01          3.6705432773E-01          3.8822120601E-01          3.8822109196E-01          3.8822109196E-01          3.8822109196E-01          6.1981038300E+02          6.5515945840E+02          2.5943147177E+00          2.7018619725E+00          3.1392840789E+00          1.1927594718E+01          1.0000000000E+00          7.8919528450E-01          0.0000000000E+00          4.1521872470E+00          0.0000000000E+00          5.6688780884E+02          0.0000000000E+00          
2015-06-27                18:15:00.651              177.76042421              4266.250181               178.76042421              1435443300.652            4                         963                       0.0000000000E+00          1.4003091640E+02          4.6077720642E+01          4.4812500000E+01          4.4847587585E+01          4.4857170105E+01          2.0000000000E+00          0.0000000000E+00          5.9354602084E+04          0.0000000000E+00          3.4631671004E-01          3.6014178850E-01          3.6014178850E-01          3.6014178850E-01          3.6628541583E-01          3.8090919992E-01          3.8090919992E-01          3.8090919992E-01          6.1981061003E+02          6.5515969851E+02          2.5998220204E+00          2.7075975801E+00          3.1392840880E+00          1.1927337252E+01          1.0000000000E+00          7.8919528450E-01          0.0000000000E+00          4.1521872470E+00          1.7530925498E+02          5.6688780884E+02          1.1903134787E+01          
2015-06-27                18:15:01.358              177.76043238              4266.250377               178.76043238              1435443301.358            4                         963                       0.0000000000E+00          1.4001415062E+02          4.6077720642E+01          4.4812500000E+01          4.4847587585E+01          4.4857170105E+01          4.6000000000E+01          0.0000000000E+00          5.9359846191E+04          0.0000000000E+00          3.3599304106E-01          3.5410460164E-01          3.5410460164E-01          3.5410460164E-01          3.5531776911E-01          3.7451134222E-01          3.7451134222E-01          3.7451134222E-01          6.1981071602E+02          6.5507205789E+02          2.6025582236E+00          2.7101843579E+00          3.1319161738E+00          1.1892507515E+01          1.0000000000E+00          7.8919528450E-01          8.4081986191E+01          4.1521872470E+00          1.7530925498E+02          5.6688780884E+02          1.1903134787E+01          
2015-06-27                18:15:02.483              177.76044542              4266.250690               178.76044542              1435443302.484            4                         963                       0.0000000000E+00          1.3998434744E+02          4.6077720642E+01          4.4812500000E+01          4.4847587585E+01          4.4857170105E+01          4.7000000000E+01          0.0000000000E+00          5.9331344365E+04          0.0000000000E+00          3.1950997477E-01          3.4718567627E-01          3.4718567627E-01          3.4718567627E-01          3.3781308893E-01          3.6717169156E-01          3.6717169156E-01          3.6717169156E-01          6.1774152357E+02          6.5274641791E+02          2.6069240127E+00          2.7143132479E+00          3.1202319740E+00          1.1836899752E+01          1.0000000000E+00          6.9505341995E-01          8.4081986191E+01          4.1704494995E+00          1.7530925498E+02          5.6688780884E+02          1.1903134787E+01          
2015-06-27                18:15:03.278              177.76045461              4266.250911               178.76045461              1435443303.278            4                         963                       0.0000000000E+00          1.3998434744E+02          4.6077720642E+01          4.4812500000E+01          4.4847587585E+01          4.4857170105E+01          4.7000000000E+01          0.0000000000E+00          5.9331344365E+04          0.0000000000E+00          3.1947449649E-01          3.4256714631E-01          3.4256714631E-01          3.4256714631E-01          3.3772506754E-01          3.6226392089E-01          3.6226392089E-01          3.6226392089E-01          6.1628245745E+02          6.5110715896E+02          2.6100023402E+00          2.7172238857E+00          3.1119966811E+00          1.1797834818E+01          1.0000000000E+00          6.9505341995E-01          8.4081986191E+01          4.1704494995E+00          1.7530925498E+02          5.6688780884E+02          1.1903134787E+01          
2015-06-27                18:15:03.612              177.76045848              4266.251004               178.76045848              1435443303.613            4                         963                       0.0000000000E+00          1.3995912588E+02          4.6077720642E+01          4.4812500000E+01          4.4847587585E+01          4.4857170105E+01          2.5000000000E+01          0.0000000000E+00          5.9298462007E+04          0.0000000000E+00          3.1760942856E-01          3.3900175806E-01          3.3900175806E-01          3.3900175806E-01          3.3573205463E-01          3.5847365428E-01          3.5847365428E-01          3.5847365428E-01          6.1566685220E+02          6.5041568614E+02          2.6113011648E+00          2.7184518045E+00          3.1085230451E+00          1.1781329301E+01          1.0000000000E+00          6.9505341995E-01          8.4081986191E+01          4.1704494995E+00          1.7530925498E+02          5.7163076622E+02          1.1903134787E+01          
2015-06-27                18:15:04.782              177.76047203              4266.251329               178.76047203              1435443304.783            4                         963                       0.0000000000E+00          1.4000239707E+02          4.6093436086E+01          4.4812500000E+01          4.4860824677E+01          4.4867775148E+01          4.7000000000E+01          0.0000000000E+00          5.9309941652E+04          0.0000000000E+00          3.1109537610E-01          3.3551346031E-01          3.3551346031E-01          3.3551346031E-01          3.2877313497E-01          3.5476108937E-01          3.5476108937E-01          3.5476108937E-01          6.1351658801E+02          6.4800117583E+02          2.6110386809E+00          2.7177448435E+00          3.0963956704E+00          1.1723678377E+01          1.0000000000E+00          6.7888428687E-01          8.4081986191E+01          4.1879308649E+00          1.7530925498E+02          5.7163076622E+02          1.1903134787E+01          
2015-06-27                18:15:05.582              177.76048128              4266.251551               178.76048128              1435443305.583            4                         963                       0.0000000000E+00          1.4000239707E+02          4.6093436086E+01          4.4812500000E+01          4.4860824677E+01          4.4867775148E+01          4.7000000000E+01          0.0000000000E+00          5.9309941652E+04          0.0000000000E+00          3.1105945284E-01          3.3279634837E-01          3.3279634837E-01          3.3279634837E-01          3.2868571222E-01          3.5186382524E-01          3.5186382524E-01          3.5186382524E-01          6.1204633218E+02          6.4635089917E+02          2.6108591235E+00          2.7172616331E+00          3.0881074125E+00          1.1684314965E+01          1.0000000000E+00          6.7888428687E-01          8.4081986191E+01          4.1879308649E+00          1.7530925498E+02          5.7163076622E+02          1.1903134787E+01          
2015-06-27                18:15:06.234              177.76048883              4266.251732               178.76048883              1435443306.235            4                         963                       0.0000000000E+00          1.4000925184E+02          4.6102684021E+01          4.4837756849E+01          4.4868614197E+01          4.4874015808E+01          2.0000000000E+00          0.0000000000E+00          5.9319968456E+04          0.0000000000E+00          3.0954910311E-01          3.3047162384E-01          3.3047162384E-01          3.3047162384E-01          3.2704950763E-01          3.4938239348E-01          3.4938239348E-01          3.4938239348E-01          6.1084807023E+02          6.4500631591E+02          2.6107128114E+00          2.7168680049E+00          3.0813548648E+00          1.1652215003E+01          1.0000000000E+00          6.7888428687E-01          8.4081986191E+01          4.1879308649E+00          1.7233006990E+02          5.7163076622E+02          1.1628717210E+01          
