DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               Amb_P                     CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2015-06-27                14:41:47.650              177.61235706              4262.696569               178.61235706              1435430507.650            4                         963                       0.0000000000E+00          1.3999280942E+02          4.4999443054E+01          5.8607596852E+01          4.5106773376E+01          4.4996726990E+01          4.7000000000E+01          0.0000000000E+00          5.8275864237E+04          0.0000000000E+00          2.9870926391E-01          2.9778324121E-01          2.9733563648E-01          2.8573594365E-01          3.1502361557E-01          3.1402989325E-01          3.1355119807E-01          3.0142335849E-01          3.9554760074E+02          4.1690082797E+02          1.7729090889E+00          1.8425739947E+00          2.9813527478E+00          1.1910796743E+01          0.0000000000E+00          6.4545614423E-01          5.3616441968E+01          3.5787635842E+00          1.6728383145E+02          3.8796698165E+02          1.1569521850E+01          
2015-06-27                14:41:48.431              177.61236611              4262.696787               178.61236611              1435430508.432            4                         963                       0.0000000000E+00          1.3999280942E+02          4.4999443054E+01          5.8607596852E+01          4.5106773376E+01          4.4996726990E+01          4.7000000000E+01          0.0000000000E+00          5.8275864237E+04          0.0000000000E+00          2.9870099862E-01          2.9775205524E-01          2.9725780678E-01          2.8572256353E-01          3.1500594157E-01          3.1399648497E-01          3.1346707367E-01          3.0140968044E-01          3.9558249324E+02          4.1692575537E+02          1.7733212364E+00          1.8429643526E+00          2.9797841802E+00          1.1973253847E+01          0.0000000000E+00          6.4545614423E-01          5.3616441968E+01          3.5787635842E+00          1.6728383145E+02          3.8796698165E+02          1.1569521850E+01          
2015-06-27                14:41:49.072              177.61237352              4262.696964               178.61237352              1435430509.072            4                         963                       0.0000000000E+00          1.4000880072E+02          4.4999443054E+01          5.8625000000E+01          4.5106773376E+01          4.4996726990E+01          2.0000000000E+00          0.0000000000E+00          5.8275887749E+04          0.0000000000E+00          3.0006472852E-01          2.9771442946E-01          2.9722763744E-01          2.8571278110E-01          3.1643691727E-01          3.1395528161E-01          3.1343353850E-01          3.0139979163E-01          3.9561105294E+02          4.1694615928E+02          1.7736585187E+00          1.8432837910E+00          2.9785005283E+00          1.2024387014E+01          0.0000000000E+00          6.4545614423E-01          5.3616441968E+01          3.5787635842E+00          1.6671775623E+02          3.8796698165E+02          1.2007830779E+01          
2015-06-27                14:41:49.825              177.61238223              4262.697174               178.61238223              1435430509.825            4                         963                       0.0000000000E+00          1.3998142894E+02          4.4999493281E+01          5.8625000000E+01          4.5106472015E+01          4.4996651649E+01          4.6000000000E+01          0.0000000000E+00          5.8267138957E+04          0.0000000000E+00          3.0166609065E-01          2.9781575411E-01          2.9728527969E-01          2.8571177217E-01          3.1811427751E-01          3.1406192253E-01          3.1349432732E-01          3.0139913506E-01          3.9564466050E+02          4.1696641860E+02          1.7740553588E+00          1.8436475949E+00          2.9764936947E+00          1.2111622996E+01          0.0000000000E+00          6.4545614423E-01          5.3649672332E+01          3.5787635842E+00          1.6671775623E+02          3.8796698165E+02          1.2007830779E+01          
2015-06-27                14:41:50.967              177.61239546              4262.697491               178.61239546              1435430510.968            4                         963                       0.0000000000E+00          1.3998676616E+02          4.4999504089E+01          5.8625000000E+01          4.5106407166E+01          4.4996635437E+01          4.7000000000E+01          0.0000000000E+00          5.8260412464E+04          0.0000000000E+00          3.0409332941E-01          2.9801005677E-01          2.9732664035E-01          2.8572202545E-01          3.2065652262E-01          3.1426445250E-01          3.1353556245E-01          3.0140944065E-01          3.9528667080E+02          4.1656621615E+02          1.7746580926E+00          1.8442004614E+00          2.9734599306E+00          1.2244029540E+01          0.0000000000E+00          6.5391928654E-01          5.3649672332E+01          3.4714356447E+00          1.6671775623E+02          3.8796698165E+02          1.2007830779E+01          
2015-06-27                14:41:51.765              177.61240469              4262.697713               178.61240469              1435430511.765            4                         963                       0.0000000000E+00          1.3998676616E+02          4.4999504089E+01          5.8625000000E+01          4.5106407166E+01          4.4996635437E+01          4.7000000000E+01          0.0000000000E+00          5.8260412464E+04          0.0000000000E+00          3.0407912822E-01          2.9817377847E-01          2.9739066896E-01          2.8573842457E-01          3.2062925414E-01          3.1443523570E-01          3.1360198335E-01          3.0142495528E-01          3.9503704497E+02          4.1628718369E+02          1.7750784029E+00          1.8445859810E+00          2.9713447825E+00          1.2336333371E+01          0.0000000000E+00          6.5391928654E-01          5.3649672332E+01          3.4714356447E+00          1.6671775623E+02          3.8796698165E+02          1.2007830779E+01          
2015-06-27                14:41:52.095              177.61240851              4262.697804               178.61240851              1435430512.095            4                         963                       0.0000000000E+00          1.3999401695E+02          4.4999504089E+01          5.8625000000E+01          4.5106407166E+01          4.4996635437E+01          2.5000000000E+01          0.0000000000E+00          5.8258415296E+04          0.0000000000E+00          3.0120576166E-01          2.9825152163E-01          2.9744021562E-01          2.8574607337E-01          3.1759411194E-01          3.1451623252E-01          3.1365382917E-01          3.0143035417E-01          3.9493368005E+02          4.1617164926E+02          1.7752524862E+00          1.8447456564E+00          2.9704690628E+00          1.2374515661E+01          0.0000000000E+00          6.5391928654E-01          5.3649672332E+01          3.4714356447E+00          1.6671775623E+02          3.8861030683E+02          1.2007830779E+01          
2015-06-27                14:41:53.230              177.61242164              4262.698119               178.61242164              1435430513.230            4                         963                       0.0000000000E+00          1.3998427428E+02          4.4999504089E+01          5.8625000000E+01          4.5106407166E+01          4.4996635437E+01          4.7000000000E+01          0.0000000000E+00          5.8238570558E+04          0.0000000000E+00          2.9132309267E-01          2.9806569102E-01          2.9730341331E-01          2.8573257199E-01          3.0715576960E-01          3.1431765188E-01          3.1350897813E-01          3.0141307429E-01          3.9457812820E+02          4.1577426971E+02          1.7750678530E+00          1.8444808138E+00          2.9674573952E+00          1.2505838814E+01          0.0000000000E+00          6.2898705381E-01          5.3649672332E+01          3.4905447841E+00          1.6671775623E+02          3.8861030683E+02          1.2007830779E+01          
2015-06-27                14:41:54.002              177.61243058              4262.698334               178.61243058              1435430514.002            4                         963                       0.0000000000E+00          1.3998427428E+02          4.4999504089E+01          5.8625000000E+01          4.5106407166E+01          4.4996635437E+01          4.7000000000E+01          0.0000000000E+00          5.8238570558E+04          0.0000000000E+00          2.9130932622E-01          2.9785296491E-01          2.9720984881E-01          2.8573648164E-01          3.0712985315E-01          3.1409006890E-01          3.1341008544E-01          3.0141297902E-01          3.9433630591E+02          4.1550402470E+02          1.7749421466E+00          1.8443005638E+00          2.9654091740E+00          1.2595246762E+01          0.0000000000E+00          6.2898705381E-01          5.3649672332E+01          3.4905447841E+00          1.6671775623E+02          3.8861030683E+02          1.2007830779E+01          
2015-06-27                14:41:54.631              177.61243786              4262.698509               178.61243786              1435430514.631            4                         963                       0.0000000000E+00          1.3999551203E+02          4.4999443890E+01          5.8625000000E+01          4.5106196469E+01          4.4996499989E+01          2.0000000000E+00          0.0000000000E+00          5.8238007705E+04          0.0000000000E+00          2.9442777526E-01          2.9765971143E-01          2.9717501325E-01          2.8574745243E-01          3.1040866444E-01          3.1388031237E-01          3.1337318110E-01          3.0141946759E-01          3.9413928440E+02          4.1528386164E+02          1.7748396677E+00          1.8441536528E+00          2.9637404975E+00          1.2668133077E+01          0.0000000000E+00          6.2898705381E-01          5.3649672332E+01          3.4905447841E+00          1.6595571716E+02          3.8861030683E+02          1.2651688082E+01          
2015-06-27                14:41:55.404              177.61244681              4262.698723               178.61244681              1435430515.404            4                         963                       0.0000000000E+00          1.4001301877E+02          4.4999382019E+01          5.8625000000E+01          4.5105979919E+01          4.4996360779E+01          4.6000000000E+01          0.0000000000E+00          5.8249059774E+04          0.0000000000E+00          2.9827406665E-01          2.9767546412E-01          2.9718928667E-01          2.8593197627E-01          3.1446748619E-01          3.1389536810E-01          3.1338739285E-01          3.0160950561E-01          3.9389713883E+02          4.1503304500E+02          1.7747137047E+00          1.8440367350E+00          2.9643169408E+00          1.2660204570E+01          0.0000000000E+00          6.2898705381E-01          5.3412370650E+01          3.4905447841E+00          1.6595571716E+02          3.8861030683E+02          1.2651688082E+01          
2015-06-27                14:41:56.517              177.61245970              4262.699033               178.61245970              1435430516.518            4                         963                       0.0000000000E+00          1.4001716185E+02          4.4999382019E+01          5.8625000000E+01          4.5105979919E+01          4.4996360779E+01          4.7000000000E+01          0.0000000000E+00          5.8265201413E+04          0.0000000000E+00          3.0381730185E-01          2.9763945459E-01          2.9733175225E-01          2.8632910635E-01          3.2031716346E-01          3.1385029757E-01          3.1353897978E-01          3.0202515596E-01          3.9357100915E+02          4.1469563208E+02          1.7745321545E+00          1.8438682006E+00          2.9651470278E+00          1.2648779131E+01          0.0000000000E+00          6.5459338577E-01          5.3412370650E+01          3.5214043935E+00          1.6595571716E+02          3.8861030683E+02          1.2651688082E+01          
2015-06-27                14:41:57.285              177.61246858              4262.699246               178.61246858              1435430517.285            4                         963                       0.0000000000E+00          1.4001716185E+02          4.4999382019E+01          5.8625000000E+01          4.5105979919E+01          4.4996360779E+01          4.7000000000E+01          0.0000000000E+00          5.8265201413E+04          0.0000000000E+00          3.0381757727E-01          2.9775996427E-01          2.9745307802E-01          2.8701409699E-01          3.2032077181E-01          3.1397288866E-01          3.1366742090E-01          3.0274652593E-01          3.9334645677E+02          4.1446330484E+02          1.7744072256E+00          1.8437522342E+00          2.9657185711E+00          1.2640864212E+01          0.0000000000E+00          6.5459338577E-01          5.3412370650E+01          3.5214043935E+00          1.6595571716E+02          3.8861030683E+02          1.2651688082E+01          
2015-06-27                14:41:57.602              177.61247226              4262.699334               178.61247226              1435430517.603            4                         963                       0.0000000000E+00          1.4003086708E+02          4.4999382019E+01          5.8625000000E+01          4.5105979919E+01          4.4996360779E+01          2.5000000000E+01          0.0000000000E+00          5.8281088076E+04          0.0000000000E+00          3.0371798043E-01          2.9791273391E-01          2.9753444039E-01          2.8769857435E-01          3.2021712816E-01          3.1413299736E-01          3.1375248203E-01          3.0346733545E-01          3.9325335659E+02          4.1436697980E+02          1.7743554316E+00          1.8437041558E+00          2.9659555389E+00          1.2637581404E+01          0.0000000000E+00          6.5459338577E-01          5.3412370650E+01          3.5214043935E+00          1.6595571716E+02          3.8841365096E+02          1.2651688082E+01          
2015-06-27                14:41:58.773              177.61248580              4262.699659               178.61248580              1435430518.773            4                         963                       0.0000000000E+00          1.4000422794E+02          4.4999382019E+01          5.8625000000E+01          4.5105979919E+01          4.4996360779E+01          4.7000000000E+01          0.0000000000E+00          5.8270879890E+04          0.0000000000E+00          3.0335156822E-01          2.9808481264E-01          2.9773319976E-01          2.8837181195E-01          3.1983582077E-01          3.1431134619E-01          3.1396465255E-01          3.0417621389E-01          3.9291084957E+02          4.1401260244E+02          1.7747921731E+00          1.8441790906E+00          2.9668274248E+00          1.2625503772E+01          0.0000000000E+00          6.5363465818E-01          5.3412370650E+01          3.5200545959E+00          1.6595571716E+02          3.8841365096E+02          1.2651688082E+01          
2015-06-27                14:41:59.562              177.61249494              4262.699879               178.61249494              1435430519.563            4                         963                       0.0000000000E+00          1.4000422794E+02          4.4999382019E+01          5.8625000000E+01          4.5105979919E+01          4.4996360779E+01          4.7000000000E+01          0.0000000000E+00          5.8270879890E+04          0.0000000000E+00          3.0335187173E-01          2.9835559791E-01          2.9786318023E-01          2.8900804171E-01          3.1983955343E-01          3.1459545750E-01          3.1410296610E-01          3.0484573189E-01          3.9267958472E+02          4.1377331643E+02          1.7750870624E+00          1.8444997750E+00          2.9674161544E+00          1.2617351931E+01          0.0000000000E+00          6.5363465818E-01          5.3412370650E+01          3.5200545959E+00          1.6595571716E+02          3.8841365096E+02          1.2651688082E+01          
2015-06-27                14:42:00.204              177.61250237              4262.700057               178.61250237              1435430520.205            4                         963                       0.0000000000E+00          1.3998767889E+02          4.4999402190E+01          5.8625000000E+01          4.5105737869E+01          4.4996098558E+01          2.0000000000E+00          0.0000000000E+00          5.8252716141E+04          0.0000000000E+00          3.0510093526E-01          2.9875996332E-01          2.9800661068E-01          2.8964866822E-01          3.2168668178E-01          3.1502231795E-01          3.1425521748E-01          3.0551986248E-01          3.9249164950E+02          4.1357885929E+02          1.7753266744E+00          1.8447603523E+00          2.9678946018E+00          1.2610749447E+01          0.0000000000E+00          6.5363465818E-01          5.3412370650E+01          3.5200545959E+00          1.6616723277E+02          3.8841365096E+02          1.2594214458E+01          
2015-06-27                14:42:00.983              177.61251139              4262.700273               178.61251139              1435430520.984            4                         963                       0.0000000000E+00          1.3999706554E+02          4.4999412537E+01          5.8625000000E+01          4.5105613708E+01          4.4995964050E+01          4.6000000000E+01          0.0000000000E+00          5.8255907389E+04          0.0000000000E+00          3.0721202338E-01          2.9897668281E-01          2.9812616150E-01          2.9030779745E-01          3.2389251757E-01          3.1524975896E-01          3.1438037722E-01          3.0621353934E-01          3.9226360567E+02          4.1331269824E+02          1.7756174140E+00          1.8449787783E+00          2.9644421112E+00          1.2582038030E+01          0.0000000000E+00          6.5363465818E-01          5.3190557707E+01          3.5200545959E+00          1.6616723277E+02          3.8841365096E+02          1.2594214458E+01          
2015-06-27                14:42:02.125              177.61252461              4262.700591               178.61252461              1435430522.126            4                         963                       0.0000000000E+00          1.4001134995E+02          4.4999412537E+01          5.8625000000E+01          4.5105613708E+01          4.4995964050E+01          4.7000000000E+01          0.0000000000E+00          5.8271609243E+04          0.0000000000E+00          3.1030938824E-01          2.9898855815E-01          2.9836132596E-01          2.9099100328E-01          3.2712837257E-01          3.1526633638E-01          3.1462922055E-01          3.0693266491E-01          3.9222564111E+02          4.1323474806E+02          1.7760433728E+00          1.8452984922E+00          2.9593730826E+00          1.2539955884E+01          0.0000000000E+00          6.6688910757E-01          5.3190557707E+01          3.4904280448E+00          1.6616723277E+02          3.8841365096E+02          1.2594214458E+01          
2015-06-27                14:42:02.913              177.61253372              4262.700809               178.61253372              1435430522.913            4                         963                       0.0000000000E+00          1.4001134995E+02          4.4999412537E+01          5.8625000000E+01          4.5105613708E+01          4.4995964050E+01          4.7000000000E+01          0.0000000000E+00          5.8271609243E+04          0.0000000000E+00          3.1030010987E-01          2.9917854549E-01          2.9859863309E-01          2.9169725687E-01          3.2709788639E-01          3.1546871380E-01          3.1487869499E-01          3.0767624159E-01          3.9219947315E+02          4.1318103777E+02          1.7763369583E+00          1.8455188533E+00          2.9558805134E+00          1.2510928131E+01          0.0000000000E+00          6.6688910757E-01          5.3190557707E+01          3.4904280448E+00          1.6616723277E+02          3.8841365096E+02          1.2594214458E+01          
2015-06-27                14:42:03.243              177.61253755              4262.700901               178.61253755              1435430523.244            4                         963                       0.0000000000E+00          1.3999754847E+02          4.4999412537E+01          5.8602631579E+01          4.5105613708E+01          4.4995964050E+01          2.5000000000E+01          0.0000000000E+00          5.8270960526E+04          0.0000000000E+00          3.0963977779E-01          2.9939214250E-01          2.9874202458E-01          2.9240179790E-01          3.2639304295E-01          3.1569495437E-01          3.1502823197E-01          3.0841799067E-01          3.9218846579E+02          4.1315844978E+02          1.7764604479E+00          1.8456115443E+00          2.9544117662E+00          1.2498711185E+01          0.0000000000E+00          6.6688910757E-01          5.3190557707E+01          3.4904280448E+00          1.6616723277E+02          3.8887418212E+02          1.2594214458E+01          
2015-06-27                14:42:04.384              177.61255074              4262.701218               178.61255074              1435430524.384            4                         963                       0.0000000000E+00          1.4000425639E+02          4.4999425689E+01          5.8562500000E+01          4.5105521639E+01          4.4995832522E+01          4.7000000000E+01          0.0000000000E+00          5.8272251371E+04          0.0000000000E+00          3.0736547417E-01          2.9960523766E-01          2.9930387754E-01          2.9310604897E-01          3.2396572645E-01          3.1591874352E-01          3.1561912500E-01          3.0915940724E-01          3.9215050695E+02          4.1308061857E+02          1.7759200278E+00          1.8449275158E+00          2.9493540248E+00          1.2456633728E+01          0.0000000000E+00          6.6023741423E-01          5.3190557707E+01          3.4519904138E+00          1.6616723277E+02          3.8887418212E+02          1.2594214458E+01          
