DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   species                   solenoid_valves           CO2_dry                   CH4_dry                   CH4_dry                   CH4_dry                   N2O_dry                   NH3                       H2O                       H2O                       H2O                       H2O                       H2O                       H2O                       ChemDetect                
2015-07-31                21:03:22.161              211.87733984              5085.056156               212.87733984              1438391002.162            4                         963                       1.4001164216E+02          4.5000633240E+01          5.5187500000E+01          4.7000000000E+01          0.0000000000E+00          4.6417698599E+02          1.8429216034E+00          1.8429216034E+00          1.8429216034E+00          3.1229161963E-01          6.5650518708E+00          2.8650028967E+00          2.8650028967E+00          2.8650028967E+00          2.8650028967E+00          2.8650028967E+00          2.8650028967E+00          0.0000000000E+00          
2015-07-31                21:03:22.928              211.87734872              5085.056369               212.87734872              1438391002.929            4                         963                       1.4001164216E+02          4.5000633240E+01          5.5187500000E+01          4.7000000000E+01          0.0000000000E+00          4.6393070147E+02          1.8427909871E+00          1.8427909871E+00          1.8427909871E+00          3.1226725905E-01          6.5536003808E+00          2.8624364127E+00          2.8624364127E+00          2.8624364127E+00          2.8624364127E+00          2.8624364127E+00          2.8624364127E+00          0.0000000000E+00          
2015-07-31                21:03:23.591              211.87735638              5085.056553               212.87735638              1438391003.591            4                         963                       1.4001209097E+02          4.5000633240E+01          5.5201840753E+01          2.0000000000E+00          0.0000000000E+00          4.6371815281E+02          1.8426782670E+00          1.8426782670E+00          1.8426782670E+00          3.1212199872E-01          6.5437150686E+00          2.8602215264E+00          2.8602215264E+00          2.8602215264E+00          2.8602215264E+00          2.8602215264E+00          2.8602215264E+00          0.0000000000E+00          
2015-07-31                21:03:24.365              211.87736535              5085.056768               212.87736535              1438391004.366            4                         963                       1.3999240239E+02          4.5000633240E+01          5.5250000000E+01          4.6000000000E+01          0.0000000000E+00          4.6342666574E+02          1.8424231784E+00          1.8424231784E+00          1.8424231784E+00          3.1190508099E-01          6.5493645950E+00          2.8525348690E+00          2.8525348690E+00          2.8525348690E+00          2.8525348690E+00          2.8525348690E+00          2.8525348690E+00          0.0000000000E+00          
2015-07-31                21:03:25.489              211.87737834              5085.057080               212.87737834              1438391005.489            4                         963                       1.3996814397E+02          4.5000633240E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.6175885280E+02          1.8420556760E+00          1.8420556760E+00          1.8420556760E+00          3.1158035471E-01          6.5575178499E+00          2.8414365204E+00          2.8414365204E+00          2.8414365204E+00          2.8414365204E+00          2.8414365204E+00          2.8414365204E+00          0.0000000000E+00          
2015-07-31                21:03:26.276              211.87738745              5085.057299               212.87738745              1438391006.276            4                         963                       1.3996814397E+02          4.5000633240E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.6059047616E+02          1.8417982727E+00          1.8417982727E+00          1.8417982727E+00          3.1150050692E-01          6.5632334420E+00          2.8336623045E+00          2.8336623045E+00          2.8336623045E+00          2.8336623045E+00          2.8336623045E+00          2.8336623045E+00          0.0000000000E+00          
2015-07-31                21:03:26.599              211.87739120              5085.057389               212.87739120              1438391006.600            4                         963                       1.3997625877E+02          4.5000633240E+01          5.5250000000E+01          2.5000000000E+01          0.0000000000E+00          4.6010957594E+02          1.8416922894E+00          1.8416922894E+00          1.8416922894E+00          3.1411192381E-01          6.5656183713E+00          2.8304625806E+00          2.8304625806E+00          2.8304625806E+00          2.8304625806E+00          2.8304625806E+00          2.8304625806E+00          0.0000000000E+00          
2015-07-31                21:03:27.766              211.87740471              5085.057713               212.87740471              1438391007.767            4                         963                       1.3997703622E+02          4.5000633240E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.5837793376E+02          1.8411886473E+00          1.8411886473E+00          1.8411886473E+00          3.2351536620E-01          6.5742084159E+00          2.8189417268E+00          2.8189417268E+00          2.8189417268E+00          2.8189417268E+00          2.8189417268E+00          2.8189417268E+00          0.0000000000E+00          
2015-07-31                21:03:28.540              211.87741367              5085.057928               212.87741367              1438391008.541            4                         963                       1.3997703622E+02          4.5000633240E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.5722985364E+02          1.8408548924E+00          1.8408548924E+00          1.8408548924E+00          3.2343525603E-01          6.5798295175E+00          2.8113041690E+00          2.8113041690E+00          2.8113041690E+00          2.8113041690E+00          2.8113041690E+00          2.8113041690E+00          0.0000000000E+00          
2015-07-31                21:03:29.184              211.87742111              5085.058107               212.87742111              1438391009.184            4                         963                       1.4002292659E+02          4.5000633240E+01          5.5250000000E+01          2.0000000000E+00          0.0000000000E+00          4.5627634373E+02          1.8405777417E+00          1.8405777417E+00          1.8405777417E+00          3.2251808729E-01          6.5844889846E+00          2.8049614083E+00          2.8049614083E+00          2.8049614083E+00          2.8049614083E+00          2.8049614083E+00          2.8049614083E+00          0.0000000000E+00          
2015-07-31                21:03:29.947              211.87742994              5085.058319               212.87742994              1438391009.947            4                         963                       1.4003491688E+02          4.5000699997E+01          5.5250000000E+01          4.6000000000E+01          0.0000000000E+00          4.5519904910E+02          1.8404071081E+00          1.8404071081E+00          1.8404071081E+00          3.2149551049E-01          6.5010427755E+00          2.8039907831E+00          2.8039907831E+00          2.8039907831E+00          2.8039907831E+00          2.8039907831E+00          2.8039907831E+00          0.0000000000E+00          
2015-07-31                21:03:31.092              211.87744319              5085.058637               212.87744319              1438391011.092            4                         963                       1.4000395092E+02          4.5000724792E+01          5.5218674334E+01          4.7000000000E+01          0.0000000000E+00          4.5441780945E+02          1.8401497692E+00          1.8401497692E+00          1.8401497692E+00          3.1996810320E-01          6.3758409858E+00          2.8025109578E+00          2.8025109578E+00          2.8025109578E+00          2.8025109578E+00          2.8025109578E+00          2.8025109578E+00          0.0000000000E+00          
2015-07-31                21:03:31.874              211.87745225              5085.058854               212.87745225              1438391011.874            4                         963                       1.4000395092E+02          4.5000724792E+01          5.5218674334E+01          4.7000000000E+01          0.0000000000E+00          4.5388427359E+02          1.8399740029E+00          1.8399740029E+00          1.8399740029E+00          3.1995944359E-01          6.2903444679E+00          2.8015003427E+00          2.8015003427E+00          2.8015003427E+00          2.8015003427E+00          2.8015003427E+00          2.8015003427E+00          0.0000000000E+00          
2015-07-31                21:03:32.213              211.87745618              5085.058948               212.87745618              1438391012.214            4                         963                       1.3998323396E+02          4.5000724792E+01          5.5229605263E+01          2.5000000000E+01          0.0000000000E+00          4.5365230264E+02          1.8398976240E+00          1.8398976240E+00          1.8398976240E+00          3.1778659427E-01          6.2531459060E+00          2.8010609608E+00          2.8010609608E+00          2.8010609608E+00          2.8010609608E+00          2.8010609608E+00          2.8010609608E+00          0.0000000000E+00          
2015-07-31                21:03:33.369              211.87746956              5085.059269               212.87746956              1438391013.370            4                         963                       1.4001093257E+02          4.5000724792E+01          5.5189921308E+01          4.7000000000E+01          0.0000000000E+00          4.5286362464E+02          1.8395408133E+00          1.8395408133E+00          1.8395408133E+00          3.1039915791E-01          6.1266707021E+00          2.7995671322E+00          2.7995671322E+00          2.7995671322E+00          2.7995671322E+00          2.7995671322E+00          2.7995671322E+00          0.0000000000E+00          
2015-07-31                21:03:34.144              211.87747852              5085.059484               212.87747852              1438391014.144            4                         963                       1.4001093257E+02          4.5000724792E+01          5.5189921308E+01          4.7000000000E+01          0.0000000000E+00          4.5233560093E+02          1.8393018302E+00          1.8393018302E+00          1.8393018302E+00          3.1039075168E-01          6.0420487661E+00          2.7985669975E+00          2.7985669975E+00          2.7985669975E+00          2.7985669975E+00          2.7985669975E+00          2.7985669975E+00          0.0000000000E+00          
2015-07-31                21:03:34.785              211.87748594              5085.059663               212.87748594              1438391014.785            4                         963                       1.4000827706E+02          4.5000746008E+01          5.5187500000E+01          2.0000000000E+00          0.0000000000E+00          4.5189832197E+02          1.8391039399E+00          1.8391039399E+00          1.8391039399E+00          3.0919678331E-01          5.9719534907E+00          2.7977387574E+00          2.7977387574E+00          2.7977387574E+00          2.7977387574E+00          2.7977387574E+00          2.7977387574E+00          0.0000000000E+00          
2015-07-31                21:03:35.549              211.87749478              5085.059875               212.87749478              1438391015.549            4                         963                       1.3998991489E+02          4.5000755310E+01          5.5187500000E+01          4.6000000000E+01          0.0000000000E+00          4.5138921894E+02          1.8389037249E+00          1.8389037249E+00          1.8389037249E+00          3.0777891763E-01          6.0213298981E+00          2.7982284503E+00          2.7982284503E+00          2.7982284503E+00          2.7982284503E+00          2.7982284503E+00          2.7982284503E+00          0.0000000000E+00          
2015-07-31                21:03:36.683              211.87750791              5085.060190               212.87750791              1438391016.683            4                         963                       1.4000746192E+02          4.5000755310E+01          5.5187500000E+01          4.7000000000E+01          0.0000000000E+00          4.5073943449E+02          1.8386063799E+00          1.8386063799E+00          1.8386063799E+00          3.0567523796E-01          6.0946217787E+00          2.7989523615E+00          2.7989523615E+00          2.7989523615E+00          2.7989523615E+00          2.7989523615E+00          2.7989523615E+00          0.0000000000E+00          
2015-07-31                21:03:37.470              211.87751703              5085.060409               212.87751703              1438391017.471            4                         963                       1.4000746192E+02          4.5000755310E+01          5.5187500000E+01          4.7000000000E+01          0.0000000000E+00          4.5028790229E+02          1.8383997298E+00          1.8383997298E+00          1.8383997298E+00          3.0567265408E-01          6.1455688354E+00          2.7994554112E+00          2.7994554112E+00          2.7994554112E+00          2.7994554112E+00          2.7994554112E+00          2.7994554112E+00          0.0000000000E+00          
2015-07-31                21:03:37.789              211.87752071              5085.060497               212.87752071              1438391017.789            4                         963                       1.4001612854E+02          4.5000755310E+01          5.5210526316E+01          2.5000000000E+01          0.0000000000E+00          4.5010569281E+02          1.8383162557E+00          1.8383162557E+00          1.8383162557E+00          3.1003054285E-01          6.1661812654E+00          2.7996584207E+00          2.7996584207E+00          2.7996584207E+00          2.7996584207E+00          2.7996584207E+00          2.7996584207E+00          0.0000000000E+00          
2015-07-31                21:03:38.943              211.87753406              5085.060818               212.87753406              1438391018.943            4                         963                       1.4000348163E+02          4.5000763955E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4944448443E+02          1.8385725709E+00          1.8385725709E+00          1.8385725709E+00          3.2584531426E-01          6.2409828868E+00          2.8003951448E+00          2.8003951448E+00          2.8003951448E+00          2.8003951448E+00          2.8003951448E+00          2.8003951448E+00          0.0000000000E+00          
2015-07-31                21:03:39.747              211.87754338              5085.061041               212.87754338              1438391019.748            4                         963                       1.4000348163E+02          4.5000763955E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4898320695E+02          1.8387515731E+00          1.8387515731E+00          1.8387515731E+00          3.2584287875E-01          6.2930294308E+00          2.8009090831E+00          2.8009090831E+00          2.8009090831E+00          2.8009090831E+00          2.8009090831E+00          2.8009090831E+00          0.0000000000E+00          
2015-07-31                21:03:40.398              211.87755091              5085.061222               212.87755091              1438391020.399            4                         963                       1.3999356758E+02          4.5000846863E+01          5.5250000000E+01          2.0000000000E+00          0.0000000000E+00          4.4861015759E+02          1.8388964120E+00          1.8388964120E+00          1.8388964120E+00          3.2150378220E-01          6.3350669319E+00          2.8013247135E+00          2.8013247135E+00          2.8013247135E+00          2.8013247135E+00          2.8013247135E+00          2.8013247135E+00          0.0000000000E+00          
2015-07-31                21:03:41.174              211.87755990              5085.061437               212.87755990              1438391021.175            4                         963                       1.3998618698E+02          4.5000846863E+01          5.5250000000E+01          4.6000000000E+01          0.0000000000E+00          4.4815846353E+02          1.8390481682E+00          1.8390481682E+00          1.8390481682E+00          3.1632025403E-01          6.4400223070E+00          2.8009531067E+00          2.8009531067E+00          2.8009531067E+00          2.8009531067E+00          2.8009531067E+00          2.8009531067E+00          0.0000000000E+00          
2015-07-31                21:03:42.323              211.87757319              5085.061757               212.87757319              1438391022.324            4                         963                       1.4000711876E+02          4.5000846863E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4815045719E+02          1.8392718488E+00          1.8392718488E+00          1.8392718488E+00          3.0865088110E-01          6.5954441606E+00          2.8003844326E+00          2.8003844326E+00          2.8003844326E+00          2.8003844326E+00          2.8003844326E+00          2.8003844326E+00          0.0000000000E+00          
2015-07-31                21:03:43.115              211.87758235              5085.061976               212.87758235              1438391023.115            4                         963                       1.4000711876E+02          4.5000846863E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4814495784E+02          1.8394257388E+00          1.8394257388E+00          1.8394257388E+00          3.0864090315E-01          6.7025039689E+00          2.7999929507E+00          2.7999929507E+00          2.7999929507E+00          2.7999929507E+00          2.7999929507E+00          2.7999929507E+00          0.0000000000E+00          
2015-07-31                21:03:43.451              211.87758625              5085.062070               212.87758625              1438391023.452            4                         963                       1.3997262461E+02          4.5000846863E+01          5.5250000000E+01          2.5000000000E+01          0.0000000000E+00          4.4814262392E+02          1.8394912319E+00          1.8394912319E+00          1.8394912319E+00          3.1250883860E-01          6.7481627551E+00          2.7998261636E+00          2.7998261636E+00          2.7998261636E+00          2.7998261636E+00          2.7998261636E+00          2.7998261636E+00          0.0000000000E+00          
2015-07-31                21:03:44.599              211.87759954              5085.062389               212.87759954              1438391024.600            4                         963                       1.3999098069E+02          4.5000923341E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4813466289E+02          1.8395041097E+00          1.8395041097E+00          1.8395041097E+00          3.2568488603E-01          6.9037004949E+00          2.7992580086E+00          2.7992580086E+00          2.7992580086E+00          2.7992580086E+00          2.7992580086E+00          2.7992580086E+00          0.0000000000E+00          
2015-07-31                21:03:45.372              211.87760848              5085.062604               212.87760848              1438391025.373            4                         963                       1.3999098069E+02          4.5000923341E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4812928190E+02          1.8395129421E+00          1.8395129421E+00          1.8395129421E+00          3.2567501393E-01          7.0083239134E+00          2.7988754559E+00          2.7988754559E+00          2.7988754559E+00          2.7988754559E+00          2.7988754559E+00          2.7988754559E+00          0.0000000000E+00          
2015-07-31                21:03:46.017              211.87761595              5085.062783               212.87761595              1438391026.018            4                         963                       1.3998987924E+02          4.5000999451E+01          5.5226241438E+01          2.0000000000E+00          0.0000000000E+00          4.4812479001E+02          1.8395203279E+00          1.8395203279E+00          1.8395203279E+00          3.2479257902E-01          7.0956123401E+00          2.7985562552E+00          2.7985562552E+00          2.7985562552E+00          2.7985562552E+00          2.7985562552E+00          2.7985562552E+00          0.0000000000E+00          
2015-07-31                21:03:46.786              211.87762485              5085.062996               212.87762485              1438391026.787            4                         963                       1.4000565592E+02          4.5000999451E+01          5.5250000000E+01          4.6000000000E+01          0.0000000000E+00          4.4810769220E+02          1.8394942023E+00          1.8394942023E+00          1.8394942023E+00          3.2373778642E-01          7.0242757282E+00          2.7967292491E+00          2.7967292491E+00          2.7967292491E+00          2.7967292491E+00          2.7967292491E+00          2.7967292491E+00          0.0000000000E+00          
2015-07-31                21:03:47.918              211.87763795              5085.063311               212.87763795              1438391027.919            4                         963                       1.4000813131E+02          4.5000999451E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4824268135E+02          1.8394555068E+00          1.8394555068E+00          1.8394555068E+00          3.2218656411E-01          6.9192695253E+00          2.7940356398E+00          2.7940356398E+00          2.7940356398E+00          2.7940356398E+00          2.7940356398E+00          2.7940356398E+00          0.0000000000E+00          
2015-07-31                21:03:48.716              211.87764718              5085.063532               212.87764718              1438391028.716            4                         963                       1.4000813131E+02          4.5000999451E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4833771863E+02          1.8394282496E+00          1.8394282496E+00          1.8394282496E+00          3.2217457773E-01          6.8453515092E+00          2.7921393771E+00          2.7921393771E+00          2.7921393771E+00          2.7921393771E+00          2.7921393771E+00          2.7921393771E+00          0.0000000000E+00          
2015-07-31                21:03:49.053              211.87765109              5085.063626               212.87765109              1438391029.054            4                         963                       1.4001538969E+02          4.5000999451E+01          5.5250000000E+01          2.5000000000E+01          0.0000000000E+00          4.4837802240E+02          1.8394166846E+00          1.8394166846E+00          1.8394166846E+00          3.2256381347E-01          6.8140083497E+00          2.7913352427E+00          2.7913352427E+00          2.7913352427E+00          2.7913352427E+00          2.7913352427E+00          2.7913352427E+00          0.0000000000E+00          
2015-07-31                21:03:50.203              211.87766440              5085.063946               212.87766440              1438391030.204            4                         963                       1.3997993695E+02          4.5000972332E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4851511909E+02          1.8388907118E+00          1.8388907118E+00          1.8388907118E+00          3.2388802462E-01          6.7073669535E+00          2.7885995158E+00          2.7885995158E+00          2.7885995158E+00          2.7885995158E+00          2.7885995158E+00          2.7885995158E+00          0.0000000000E+00          
2015-07-31                21:03:50.990              211.87767351              5085.064164               212.87767351              1438391030.991            4                         963                       1.3997993695E+02          4.5000972332E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4860893267E+02          1.8385308066E+00          1.8385308066E+00          1.8385308066E+00          3.2387610816E-01          6.6343760697E+00          2.7867275355E+00          2.7867275355E+00          2.7867275355E+00          2.7867275355E+00          2.7867275355E+00          2.7867275355E+00          0.0000000000E+00          
2015-07-31                21:03:51.628              211.87768089              5085.064341               212.87768089              1438391031.629            4                         963                       1.3998424284E+02          4.5000968933E+01          5.5250000000E+01          2.0000000000E+00          0.0000000000E+00          4.4868498438E+02          1.8382390321E+00          1.8382390321E+00          1.8382390321E+00          3.2523460395E-01          6.5752208055E+00          2.7852100944E+00          2.7852100944E+00          2.7852100944E+00          2.7852100944E+00          2.7852100944E+00          2.7852100944E+00          0.0000000000E+00          
2015-07-31                21:03:52.395              211.87768977              5085.064554               212.87768977              1438391032.396            4                         963                       1.3999586360E+02          4.5000968933E+01          5.5250000000E+01          4.6000000000E+01          0.0000000000E+00          4.4878994148E+02          1.8379285157E+00          1.8379285157E+00          1.8379285157E+00          3.2688244132E-01          6.5159770070E+00          2.7850556454E+00          2.7850556454E+00          2.7850556454E+00          2.7850556454E+00          2.7850556454E+00          2.7850556454E+00          0.0000000000E+00          
2015-07-31                21:03:53.539              211.87770300              5085.064872               212.87770300              1438391033.539            4                         963                       1.3999253938E+02          4.5000968933E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4877782061E+02          1.8374660391E+00          1.8374660391E+00          1.8374660391E+00          3.2933664224E-01          6.4276861347E+00          2.7848301899E+00          2.7848301899E+00          2.7848301899E+00          2.7848301899E+00          2.7848301899E+00          2.7848301899E+00          0.0000000000E+00          
2015-07-31                21:03:54.325              211.87771211              5085.065091               212.87771211              1438391034.326            4                         963                       1.3999253938E+02          4.5000968933E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4876947107E+02          1.8371476381E+00          1.8371476381E+00          1.8371476381E+00          3.2933877912E-01          6.3668740696E+00          2.7846749569E+00          2.7846749569E+00          2.7846749569E+00          2.7846749569E+00          2.7846749569E+00          2.7846749569E+00          0.0000000000E+00          
2015-07-31                21:03:54.657              211.87771594              5085.065183               212.87771594              1438391034.657            4                         963                       1.3999366760E+02          4.5000999451E+01          5.5250000000E+01          2.5000000000E+01          0.0000000000E+00          4.4876595479E+02          1.8370137601E+00          1.8370137601E+00          1.8370137601E+00          3.2735409238E-01          6.3412735011E+00          2.7846096693E+00          2.7846096693E+00          2.7846096693E+00          2.7846096693E+00          2.7846096693E+00          2.7846096693E+00          0.0000000000E+00          
2015-07-31                21:03:55.809              211.87772928              5085.065503               212.87772928              1438391035.810            4                         963                       1.4000299464E+02          4.5000999451E+01          5.5250000000E+01          4.7000000000E+01          0.0000000000E+00          4.4875374322E+02          1.8372762881E+00          1.8372762881E+00          1.8372762881E+00          3.2044073731E-01          6.2520976007E+00          2.7843822494E+00          2.7843822494E+00          2.7843822494E+00          2.7843822494E+00          2.7843822494E+00          2.7843822494E+00          0.0000000000E+00          
