"TOA5","CR1000","CR1000","53630","CR1000.Std.25","CPU:moisture_depth_AM1632_v13.cr1","6207","DatoutCS655"
"TIMESTAMP","RECORD","VWC_1_Avg","EC_1_Avg","T_1_Avg","P_1_Avg","PA_1_Avg","VR_1_Avg","VWC_2_Avg","EC_2_Avg","T_2_Avg","P_2_Avg","PA_2_Avg","VR_2_Avg","VWC_3_Avg","EC_3_Avg","T_3_Avg","P_3_Avg","PA_3_Avg","VR_3_Avg","VWC_4_Avg","EC_4_Avg","T_4_Avg","P_4_Avg","PA_4_Avg","VR_4_Avg","VWC_5_Avg","EC_5_Avg","T_5_Avg","P_5_Avg","PA_5_Avg","VR_5_Avg","VWC_6_Avg","EC_6_Avg","T_6_Avg","P_6_Avg","PA_6_Avg","VR_6_Avg","VWC_7_Avg","EC_7_Avg","T_7_Avg","P_7_Avg","PA_7_Avg","VR_7_Avg","VWC_8_Avg","EC_8_Avg","T_8_Avg","P_8_Avg","PA_8_Avg","VR_8_Avg","VWC_9_Avg","EC_9_Avg","T_9_Avg","P_9_Avg","PA_9_Avg","VR_9_Avg","VWC_10_Avg","EC_10_Avg","T_10_Avg","P_10_Avg","PA_10_Avg","VR_10_Avg","VWC_11_Avg","EC_11_Avg","T_11_Avg","P_11_Avg","PA_11_Avg","VR_11_Avg","VWC_12_Avg","EC_12_Avg","T_12_Avg","P_12_Avg","PA_12_Avg","VR_12_Avg","VWC_13_Avg","EC_13_Avg","T_13_Avg","P_13_Avg","PA_13_Avg","VR_13_Avg","VWC_14_Avg","EC_14_Avg","T_14_Avg","P_14_Avg","PA_14_Avg","VR_14_Avg","VWC_15_Avg","EC_15_Avg","T_15_Avg","P_15_Avg","PA_15_Avg","VR_15_Avg","VWC_16_Avg","EC_16_Avg","T_16_Avg","P_16_Avg","PA_16_Avg","VR_16_Avg","VWC_17_Avg","EC_17_Avg","T_17_Avg","P_17_Avg","PA_17_Avg","VR_17_Avg","VWC_18_Avg","EC_18_Avg","T_18_Avg","P_18_Avg","PA_18_Avg","VR_18_Avg","VWC_1_Std","EC_1_Std","T_1_Std","P_1_Std","PA_1_Std","VR_1_Std","VWC_2_Std","EC_2_Std","T_2_Std","P_2_Std","PA_2_Std","VR_2_Std","VWC_3_Std","EC_3_Std","T_3_Std","P_3_Std","PA_3_Std","VR_3_Std","VWC_4_Std","EC_4_Std","T_4_Std","P_4_Std","PA_4_Std","VR_4_Std","VWC_5_Std","EC_5_Std","T_5_Std","P_5_Std","PA_5_Std","VR_5_Std","VWC_6_Std","EC_6_Std","T_6_Std","P_6_Std","PA_6_Std","VR_6_Std","VWC_7_Std","EC_7_Std","T_7_Std","P_7_Std","PA_7_Std","VR_7_Std","VWC_8_Std","EC_8_Std","T_8_Std","P_8_Std","PA_8_Std","VR_8_Std","VWC_9_Std","EC_9_Std","T_9_Std","P_9_Std","PA_9_Std","VR_9_Std","VWC_10_Std","EC_10_Std","T_10_Std","P_10_Std","PA_10_Std","VR_10_Std","VWC_11_Std","EC_11_Std","T_11_Std","P_11_Std","PA_11_Std","VR_11_Std","VWC_12_Std","EC_12_Std","T_12_Std","P_12_Std","PA_12_Std","VR_12_Std","VWC_13_Std","EC_13_Std","T_13_Std","P_13_Std","PA_13_Std","VR_13_Std","VWC_14_Std","EC_14_Std","T_14_Std","P_14_Std","PA_14_Std","VR_14_Std","VWC_15_Std","EC_15_Std","T_15_Std","P_15_Std","PA_15_Std","VR_15_Std","VWC_16_Std","EC_16_Std","T_16_Std","P_16_Std","PA_16_Std","VR_16_Std","VWC_17_Std","EC_17_Std","T_17_Std","P_17_Std","PA_17_Std","VR_17_Std","VWC_18_Std","EC_18_Std","T_18_Std","P_18_Std","PA_18_Std","VR_18_Std","VW_1_Avg","PA_uS_1_Avg","VW_2_Avg","PA_uS_2_Avg","VW_1_Std","PA_uS_1_Std","VW_2_Std","PA_uS_2_Std","BattV_Min","BattV_TMn","PTemp_C_Max","PTemp_C_TMx"
"2016-08-02 13:00:00",20,0.307,0.028,23.95,17.09,1.673,1.035,0.446,0.042,23.91,30.29,1.952,1.052,0.431,0.038,23.61,28.44,1.908,1.048,0.457,0.041,23.64,31.77,1.98,1.052,0.467,0.038,23.81,33.09,2.01,1.048,0.422,0.028,23.76,27.31,1.894,1.036,0.433,0.04,23.78,28.67,1.92,1.048,0.457,0.041,23.68,31.7,1.98,1.051,0.32,0.02,23.6,18.05,1.689,1.025,0.511,0.379,23.41,40.07,2.111,1.479,0.519,0.306,23.27,41.53,2.151,1.394,0.5,0.23,23.15,38.21,2.101,1.291,0.5,0.225,23.36,38.19,2.096,1.287,0.155,0.064,23.21,8.37,1.423,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0.009,0,0,0,0,0,0.008,0,0,0,0,0,0.013,0,0,0,0,0,0.019,0.044,0.001,0,0,0,0.008,0.024,0.001,0,0,0,0.018,0,0,0,0,0,0.013,0.001,0,0.001,0,0,0.014,0.017,0,0,0,0.002,0.02,0.002,0,0.002,0,0.001,0.009,0.027,0,0.001,0,0.001,0.015,0.002,0,0.001,0,0,0.011,0.001,0,0.001,0,0,0.014,0.017,0.001,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.67,"2016-08-02 12:55:00",26.96,"2016-08-02 13:00:00"
"2016-08-02 14:00:00",21,0.306,0.028,23.95,17.03,1.671,1.035,0.446,0.042,23.9,30.23,1.951,1.052,0.431,0.038,23.61,28.38,1.907,1.048,0.457,0.041,23.64,31.73,1.979,1.052,0.466,0.038,23.83,32.97,2.008,1.048,0.422,0.028,23.76,27.3,1.893,1.036,0.433,0.04,23.78,28.62,1.919,1.048,0.457,0.041,23.68,31.7,1.98,1.051,0.32,0.02,23.6,18.01,1.688,1.025,0.511,0.378,23.42,40.07,2.111,1.477,0.519,0.306,23.27,41.58,2.152,1.394,0.5,0.23,23.15,38.21,2.101,1.292,0.5,0.225,23.35,38.19,2.096,1.287,0.155,0.064,23.22,8.34,1.422,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.019,0.022,0.001,0,0,0,0.009,0.016,0,0,0,0,0.027,0,0,0,0,0,0.014,0.026,0.001,0,0,0,0.013,0.042,0.001,0,0,0,0.009,0,0,0,0,0,0.017,0.021,0,0,0,0,0.017,0,0,0,0,0,0.013,0.022,0.001,0,0,0.001,0.014,0.001,0,0.001,0,0.001,0.01,0.019,0,0.001,0,0.001,0.021,0.002,0,0.002,0,0,0.015,0.001,0,0,0,0,0.016,0.002,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.66,"2016-08-02 14:00:00",27.28,"2016-08-02 14:00:00"
"2016-08-02 15:00:00",22,0.305,0.028,23.94,16.98,1.67,1.035,0.446,0.042,23.9,30.21,1.95,1.052,0.431,0.038,23.61,28.33,1.906,1.048,0.457,0.041,23.64,31.71,1.979,1.052,0.466,0.038,23.83,32.92,2.007,1.047,0.421,0.028,23.76,27.26,1.892,1.036,0.433,0.04,23.79,28.58,1.919,1.048,0.457,0.041,23.68,31.69,1.98,1.051,0.319,0.02,23.6,17.98,1.687,1.024,0.511,0.378,23.42,40.07,2.111,1.478,0.519,0.307,23.28,41.59,2.152,1.395,0.5,0.229,23.14,38.21,2.101,1.291,0.5,0.225,23.35,38.19,2.096,1.287,0.155,0.065,23.21,8.34,1.422,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.013,0.022,0.001,0,0,0,0.02,0.028,0.001,0,0,0,0.015,0.021,0,0,0,0,0.011,0,0,0,0,0,0.011,0.017,0,0.001,0,0,0.011,0.026,0.001,0,0,0,0.017,0.029,0.001,0,0,0,0.015,0.022,0,0,0,0,0.012,0.02,0,0,0,0.001,0.017,0.001,0,0.002,0,0.001,0.008,0.002,0,0.001,0,0,0.014,0.001,0,0.001,0,0.001,0.015,0.001,0,0.001,0,0,0.008,0.002,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.66,"2016-08-02 15:00:00",27.31,"2016-08-02 14:10:00"
"2016-08-02 16:00:00",23,0.305,0.028,23.96,16.94,1.669,1.035,0.445,0.042,23.9,30.17,1.95,1.052,0.43,0.038,23.61,28.29,1.905,1.048,0.457,0.041,23.63,31.71,1.979,1.052,0.465,0.038,23.84,32.79,2.005,1.047,0.421,0.028,23.76,27.24,1.892,1.036,0.432,0.04,23.79,28.55,1.918,1.048,0.456,0.041,23.68,31.64,1.979,1.051,0.319,0.02,23.6,17.95,1.686,1.025,0.511,0.379,23.42,40.07,2.111,1.478,0.519,0.306,23.28,41.59,2.152,1.395,0.5,0.23,23.14,38.21,2.101,1.291,0.5,0.225,23.36,38.19,2.096,1.287,0.154,0.064,23.21,8.32,1.421,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.01,0.022,0.001,0,0,0,0.009,0,0,0,0,0,0.013,0.028,0.001,0,0,0,0.011,0,0,0,0,0,0.017,0.034,0.001,0,0,0,0.013,0,0,0,0,0,0.016,0.016,0,0,0,0,0.015,0.001,0,0.001,0,0,0.011,0,0,0,0,0.002,0.023,0.001,0,0.002,0,0.001,0.011,0.002,0,0.002,0,0.001,0.01,0.001,0,0.001,0,0.001,0.012,0.001,0,0.001,0,0,0.012,0.017,0.001,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.66,"2016-08-02 15:40:00",27.21,"2016-08-02 15:40:00"
"2016-08-02 17:00:00",24,0.304,0.027,23.94,16.89,1.668,1.035,0.445,0.042,23.9,30.13,1.949,1.052,0.43,0.038,23.61,28.25,1.904,1.048,0.457,0.041,23.64,31.71,1.979,1.052,0.464,0.038,23.87,32.71,2.004,1.047,0.421,0.028,23.76,27.21,1.891,1.036,0.432,0.04,23.79,28.5,1.917,1.047,0.456,0.041,23.68,31.64,1.979,1.051,0.318,0.02,23.59,17.92,1.686,1.024,0.511,0.378,23.41,40.07,2.111,1.477,0.519,0.307,23.28,41.59,2.152,1.395,0.5,0.229,23.14,38.21,2.101,1.291,0.5,0.225,23.35,38.19,2.096,1.287,0.154,0.064,23.22,8.31,1.421,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.016,0.021,0.001,0,0,0,0.013,0.025,0,0,0,0,0.025,0.025,0,0,0,0,0.013,0,0,0,0,0,0.013,0.03,0.001,0,0,0,0.006,0.026,0.001,0,0,0,0.022,0,0,0,0,0,0.012,0,0,0,0,0,0.01,0.023,0.001,0,0,0.001,0.012,0.001,0,0.001,0,0.001,0.014,0.002,0,0.001,0,0.001,0.011,0.001,0,0.001,0,0.001,0.01,0.001,0,0.001,0,0,0.016,0.002,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.65,"2016-08-02 17:00:00",27.09,"2016-08-02 16:05:00"
"2016-08-02 18:00:00",25,0.303,0.027,23.95,16.85,1.667,1.034,0.445,0.042,23.9,30.11,1.949,1.052,0.429,0.038,23.6,28.21,1.903,1.048,0.457,0.041,23.64,31.67,1.978,1.052,0.464,0.038,23.9,32.66,2.002,1.047,0.421,0.028,23.76,27.19,1.891,1.036,0.432,0.04,23.78,28.48,1.917,1.047,0.456,0.041,23.68,31.64,1.979,1.051,0.318,0.02,23.59,17.9,1.685,1.025,0.511,0.377,23.41,40.07,2.111,1.477,0.519,0.306,23.27,41.55,2.152,1.395,0.499,0.23,23.15,38.17,2.101,1.291,0.5,0.225,23.36,38.19,2.096,1.287,0.154,0.064,23.21,8.29,1.42,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.021,0.022,0.001,0,0,0,0.016,0,0,0,0,0,0.025,0,0,0,0,0,0.013,0.029,0.001,0,0,0,0.01,0.029,0.001,0,0,0,0.007,0,0,0,0,0,0.01,0.025,0.001,0,0,0,0.012,0.001,0,0,0,0,0.015,0,0,0,0,0.001,0.007,0.001,0,0.001,0,0.002,0.006,0.034,0.001,0.002,0,0.001,0.018,0.033,0.001,0.001,0,0.001,0.013,0.001,0,0.001,0,0,0.02,0.017,0.001,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.65,"2016-08-02 17:55:00",26.9,"2016-08-02 17:05:00"
"2016-08-02 19:00:00",26,0.303,0.027,23.95,16.8,1.665,1.034,0.445,0.041,23.91,30.06,1.948,1.052,0.43,0.038,23.62,28.21,1.903,1.048,0.457,0.041,23.64,31.65,1.978,1.052,0.464,0.037,23.92,32.62,2.002,1.047,0.421,0.028,23.76,27.16,1.89,1.036,0.431,0.04,23.79,28.44,1.916,1.047,0.456,0.041,23.68,31.61,1.979,1.051,0.318,0.02,23.6,17.9,1.685,1.025,0.511,0.377,23.43,40.07,2.111,1.477,0.519,0.306,23.28,41.55,2.151,1.394,0.499,0.229,23.14,38.14,2.1,1.29,0.5,0.225,23.35,38.19,2.096,1.287,0.153,0.064,23.21,8.27,1.42,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.019,0.022,0.001,0,0,0,0.019,0.016,0,0,0,0,0.013,0,0,0,0,0,0.011,0,0,0,0,0,0.016,0.001,0,0,0,0,0.012,0.028,0.001,0,0,0,0.015,0,0,0,0,0,0.019,0.03,0.001,0,0,0,0.012,0,0,0,0,0.001,0.016,0.001,0,0.001,0,0.001,0.009,0.036,0.001,0.001,0,0.001,0.014,0.001,0,0.001,0,0.001,0.012,0.001,0,0.001,0,0,0.011,0.002,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.63,"2016-08-02 19:00:00",25.89,"2016-08-02 18:05:00"
"2016-08-02 20:00:00",27,0.302,0.027,23.96,16.77,1.665,1.034,0.444,0.042,23.91,30.05,1.947,1.052,0.429,0.038,23.61,28.16,1.903,1.048,0.457,0.041,23.63,31.65,1.978,1.052,0.463,0.038,23.94,32.6,2.001,1.047,0.42,0.028,23.76,27.13,1.89,1.036,0.431,0.04,23.79,28.41,1.915,1.047,0.456,0.041,23.68,31.58,1.978,1.051,0.318,0.02,23.6,17.87,1.685,1.024,0.511,0.378,23.43,40.07,2.111,1.478,0.519,0.307,23.28,41.57,2.152,1.395,0.499,0.229,23.14,38.14,2.1,1.29,0.5,0.225,23.35,38.19,2.096,1.287,0.153,0.064,23.21,8.25,1.419,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.012,0.021,0.001,0,0,0,0.011,0,0,0,0,0,0.012,0.025,0,0,0,0,0.011,0,0,0,0,0,0.009,0.028,0.001,0,0,0,0.011,0,0,0,0,0,0.014,0.028,0.001,0,0,0,0.008,0.001,0,0,0,0,0.008,0.023,0.001,0,0,0.002,0.016,0.001,0,0.002,0,0.001,0.01,0.033,0.001,0.001,0,0.001,0.013,0.002,0,0.001,0,0.001,0.017,0.001,0,0.001,0,0,0.009,0.016,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.63,"2016-08-02 19:45:00",25.1,"2016-08-02 19:05:00"
"2016-08-02 21:00:00",28,0.302,0.027,23.95,16.74,1.664,1.034,0.444,0.042,23.91,30.04,1.947,1.052,0.429,0.038,23.6,28.15,1.902,1.048,0.457,0.041,23.63,31.65,1.978,1.052,0.463,0.037,23.96,32.55,2.001,1.047,0.42,0.028,23.76,27.12,1.89,1.035,0.431,0.039,23.79,28.38,1.915,1.047,0.456,0.041,23.69,31.56,1.978,1.051,0.318,0.019,23.6,17.85,1.684,1.024,0.511,0.378,23.42,40.08,2.112,1.478,0.519,0.307,23.28,41.56,2.152,1.395,0.499,0.229,23.14,38.08,2.099,1.29,0.5,0.225,23.36,38.24,2.096,1.287,0.152,0.064,23.21,8.23,1.418,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.022,0,0,0,0,0,0.014,0.025,0.001,0,0,0,0.014,0,0,0,0,0,0.011,0,0,0,0,0,0.013,0.001,0,0,0,0,0.007,0.021,0,0,0,0,0.013,0,0,0,0,0,0.015,0.029,0.001,0,0,0,0.017,0,0,0,0,0.001,0.015,0.027,0,0.001,0,0.001,0.009,0.036,0.001,0.001,0,0.001,0.013,0.025,0,0.001,0,0,0.009,0.062,0.001,0.001,0,0,0.017,0.015,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.63,"2016-08-02 20:45:00",24.69,"2016-08-02 20:05:00"
"2016-08-02 22:00:00",29,0.302,0.027,23.95,16.72,1.663,1.034,0.444,0.042,23.91,30,1.946,1.052,0.429,0.038,23.6,28.15,1.902,1.048,0.457,0.041,23.63,31.65,1.978,1.052,0.463,0.038,23.98,32.59,2.001,1.047,0.42,0.028,23.76,27.08,1.889,1.036,0.431,0.039,23.79,28.37,1.915,1.047,0.456,0.041,23.68,31.54,1.977,1.051,0.318,0.019,23.59,17.85,1.684,1.024,0.511,0.378,23.43,40.12,2.112,1.477,0.519,0.307,23.28,41.52,2.151,1.395,0.499,0.229,23.15,38.07,2.099,1.29,0.5,0.225,23.35,38.27,2.097,1.287,0.152,0.064,23.21,8.21,1.418,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.019,0.021,0.001,0,0,0,0.012,0,0,0,0,0,0.012,0,0,0,0,0,0.017,0.001,0,0,0,0,0.014,0.031,0.001,0,0,0,0.009,0,0,0,0,0,0.015,0.021,0,0,0,0,0.021,0.026,0,0,0,0,0.018,0,0,0,0,0.001,0.01,0.033,0.001,0.001,0,0.001,0.008,0.002,0,0.001,0,0.001,0.013,0.002,0,0.002,0,0.001,0.01,0.025,0,0.001,0,0.001,0.014,0.016,0,0.001,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.62,"2016-08-02 21:20:00",23.81,"2016-08-02 21:05:00"
"2016-08-02 23:00:00",30,0.301,0.027,23.96,16.69,1.663,1.034,0.444,0.041,23.9,30,1.946,1.052,0.429,0.037,23.61,28.09,1.901,1.048,0.457,0.041,23.64,31.65,1.978,1.052,0.464,0.038,23.98,32.68,2.003,1.047,0.42,0.028,23.77,27.08,1.889,1.035,0.431,0.039,23.79,28.33,1.914,1.047,0.456,0.041,23.67,31.52,1.977,1.051,0.318,0.019,23.6,17.85,1.684,1.024,0.511,0.378,23.44,40.07,2.111,1.478,0.519,0.306,23.27,41.52,2.151,1.395,0.499,0.229,23.14,38.07,2.099,1.29,0.5,0.225,23.36,38.24,2.096,1.287,0.152,0.064,23.21,8.2,1.417,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.011,0,0,0,0,0,0.015,0,0,0,0,0,0.009,0,0,0,0,0,0.009,0,0,0,0,0,0.013,0.039,0.001,0,0,0,0.011,0,0,0,0,0,0.019,0,0,0,0,0,0.015,0,0,0,0,0,0.01,0,0,0,0,0.001,0.013,0.001,0,0.001,0,0,0.015,0.001,0,0.001,0,0.001,0.02,0.001,0,0.001,0,0,0.011,0.029,0.001,0,0,0,0.014,0.013,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.61,"2016-08-02 22:50:00",23.29,"2016-08-02 22:05:00"
"2016-08-03 00:00:00",31,0.301,0.027,23.96,16.65,1.662,1.035,0.444,0.041,23.9,29.98,1.946,1.052,0.429,0.037,23.61,28.09,1.901,1.048,0.456,0.041,23.63,31.63,1.978,1.052,0.464,0.038,23.99,32.74,2.004,1.047,0.42,0.028,23.77,27.07,1.889,1.035,0.43,0.039,23.79,28.31,1.913,1.047,0.456,0.041,23.69,31.52,1.977,1.051,0.317,0.019,23.59,17.82,1.683,1.024,0.511,0.379,23.44,40.07,2.111,1.479,0.519,0.306,23.28,41.52,2.151,1.395,0.499,0.228,23.14,38.07,2.099,1.29,0.5,0.225,23.37,38.2,2.096,1.287,0.151,0.064,23.21,8.17,1.416,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.022,0.012,0,0,0,0,0.013,0.025,0,0,0,0,0.02,0,0,0,0,0,0.009,0.028,0.001,0,0,0,0.01,0.017,0,0,0,0,0.009,0.021,0,0,0,0,0.012,0.025,0.001,0,0,0,0.011,0,0,0,0,0,0.014,0.022,0.001,0,0,0.002,0.011,0.002,0,0.002,0,0,0.006,0.001,0,0.001,0,0,0.016,0,0,0,0,0,0.009,0.019,0,0,0,0,0.011,0.002,0,0.001,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.61,"2016-08-02 23:05:00",23.12,"2016-08-02 23:05:00"
"2016-08-03 01:00:00",32,0.3,0.027,23.97,16.64,1.661,1.034,0.444,0.041,23.91,29.94,1.945,1.052,0.429,0.038,23.61,28.08,1.901,1.048,0.456,0.041,23.64,31.59,1.977,1.052,0.465,0.038,23.99,32.79,2.005,1.048,0.419,0.028,23.77,27.02,1.888,1.035,0.43,0.039,23.79,28.27,1.912,1.047,0.456,0.041,23.68,31.52,1.977,1.051,0.317,0.019,23.59,17.81,1.683,1.024,0.511,0.378,23.45,40.07,2.111,1.477,0.519,0.307,23.28,41.52,2.151,1.395,0.499,0.228,23.15,38.06,2.099,1.29,0.5,0.225,23.36,38.19,2.096,1.287,0.151,0.064,23.21,8.16,1.416,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.017,0.012,0,0,0,0,0.012,0,0,0,0,0,0.013,0.021,0,0,0,0,0.013,0,0,0,0,0,0.008,0.017,0,0,0,0,0.011,0,0,0,0,0,0.016,0,0,0,0,0,0.015,0,0,0,0,0,0.014,0,0,0,0,0,0.01,0,0,0,0,0,0.006,0,0,0,0,0.001,0.009,0.025,0,0.001,0,0,0.012,0,0,0,0,0,0.011,0.016,0.001,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.61,"2016-08-03 00:25:00",23.1,"2016-08-03 00:05:00"
"2016-08-03 02:00:00",33,0.3,0.027,23.97,16.6,1.66,1.034,0.444,0.041,23.91,29.94,1.945,1.052,0.428,0.037,23.61,28.04,1.9,1.048,0.456,0.041,23.64,31.59,1.977,1.052,0.465,0.038,23.99,32.85,2.006,1.047,0.419,0.028,23.78,27.02,1.888,1.035,0.43,0.039,23.79,28.26,1.912,1.047,0.456,0.041,23.68,31.52,1.977,1.051,0.317,0.019,23.6,17.81,1.683,1.024,0.511,0.379,23.45,40.07,2.111,1.479,0.519,0.307,23.28,41.52,2.151,1.395,0.498,0.228,23.15,38.01,2.098,1.29,0.5,0.225,23.37,38.19,2.096,1.287,0.15,0.064,23.22,8.14,1.415,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.017,0,0,0,0,0,0.011,0,0,0,0,0,0.006,0,0,0,0,0,0.013,0,0,0,0,0,0.009,0.017,0,0,0,0,0.009,0,0,0,0,0,0.012,0.021,0,0,0,0,0.011,0,0,0,0,0,0.015,0,0,0,0,0.002,0.019,0.002,0,0.002,0,0,0.01,0,0,0,0,0,0.012,0,0,0,0,0,0.02,0.001,0,0,0,0,0.013,0.001,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.6,"2016-08-03 01:30:00",22.98,"2016-08-03 01:05:00"
"2016-08-03 03:00:00",34,0.3,0.027,23.97,16.58,1.66,1.034,0.443,0.041,23.91,29.89,1.944,1.051,0.428,0.037,23.61,28.04,1.9,1.048,0.456,0.041,23.63,31.59,1.977,1.052,0.466,0.038,23.99,32.92,2.007,1.048,0.419,0.028,23.77,27.01,1.887,1.035,0.43,0.039,23.79,28.21,1.911,1.047,0.456,0.041,23.68,31.52,1.977,1.051,0.317,0.019,23.6,17.81,1.683,1.024,0.511,0.378,23.45,40.07,2.111,1.478,0.519,0.306,23.28,41.52,2.151,1.395,0.498,0.228,23.15,38.01,2.098,1.29,0.5,0.225,23.38,38.19,2.096,1.287,0.15,0.064,23.21,8.13,1.415,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.018,0.022,0.001,0,0,0,0.018,0.025,0,0,0,0,0.02,0,0,0,0,0,0.006,0,0,0,0,0,0.009,0,0,0,0,0,0.01,0.021,0,0,0,0,0.012,0,0,0,0,0,0.016,0,0,0,0,0,0.012,0,0,0,0,0.001,0.01,0.001,0,0.002,0,0,0.012,0.001,0,0,0,0.001,0.017,0.001,0,0.001,0,0,0.008,0,0,0,0,0,0.01,0.015,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.6,"2016-08-03 02:45:00",22.87,"2016-08-03 02:05:00"
