"TOA5","CR1000","CR1000","53630","CR1000.Std.25","CPU:moisture_depth_AM1632_v13.cr1","6207","DatoutCS655"
"TIMESTAMP","RECORD","VWC_1_Avg","EC_1_Avg","T_1_Avg","P_1_Avg","PA_1_Avg","VR_1_Avg","VWC_2_Avg","EC_2_Avg","T_2_Avg","P_2_Avg","PA_2_Avg","VR_2_Avg","VWC_3_Avg","EC_3_Avg","T_3_Avg","P_3_Avg","PA_3_Avg","VR_3_Avg","VWC_4_Avg","EC_4_Avg","T_4_Avg","P_4_Avg","PA_4_Avg","VR_4_Avg","VWC_5_Avg","EC_5_Avg","T_5_Avg","P_5_Avg","PA_5_Avg","VR_5_Avg","VWC_6_Avg","EC_6_Avg","T_6_Avg","P_6_Avg","PA_6_Avg","VR_6_Avg","VWC_7_Avg","EC_7_Avg","T_7_Avg","P_7_Avg","PA_7_Avg","VR_7_Avg","VWC_8_Avg","EC_8_Avg","T_8_Avg","P_8_Avg","PA_8_Avg","VR_8_Avg","VWC_9_Avg","EC_9_Avg","T_9_Avg","P_9_Avg","PA_9_Avg","VR_9_Avg","VWC_10_Avg","EC_10_Avg","T_10_Avg","P_10_Avg","PA_10_Avg","VR_10_Avg","VWC_11_Avg","EC_11_Avg","T_11_Avg","P_11_Avg","PA_11_Avg","VR_11_Avg","VWC_12_Avg","EC_12_Avg","T_12_Avg","P_12_Avg","PA_12_Avg","VR_12_Avg","VWC_13_Avg","EC_13_Avg","T_13_Avg","P_13_Avg","PA_13_Avg","VR_13_Avg","VWC_14_Avg","EC_14_Avg","T_14_Avg","P_14_Avg","PA_14_Avg","VR_14_Avg","VWC_15_Avg","EC_15_Avg","T_15_Avg","P_15_Avg","PA_15_Avg","VR_15_Avg","VWC_16_Avg","EC_16_Avg","T_16_Avg","P_16_Avg","PA_16_Avg","VR_16_Avg","VWC_17_Avg","EC_17_Avg","T_17_Avg","P_17_Avg","PA_17_Avg","VR_17_Avg","VWC_18_Avg","EC_18_Avg","T_18_Avg","P_18_Avg","PA_18_Avg","VR_18_Avg","VWC_1_Std","EC_1_Std","T_1_Std","P_1_Std","PA_1_Std","VR_1_Std","VWC_2_Std","EC_2_Std","T_2_Std","P_2_Std","PA_2_Std","VR_2_Std","VWC_3_Std","EC_3_Std","T_3_Std","P_3_Std","PA_3_Std","VR_3_Std","VWC_4_Std","EC_4_Std","T_4_Std","P_4_Std","PA_4_Std","VR_4_Std","VWC_5_Std","EC_5_Std","T_5_Std","P_5_Std","PA_5_Std","VR_5_Std","VWC_6_Std","EC_6_Std","T_6_Std","P_6_Std","PA_6_Std","VR_6_Std","VWC_7_Std","EC_7_Std","T_7_Std","P_7_Std","PA_7_Std","VR_7_Std","VWC_8_Std","EC_8_Std","T_8_Std","P_8_Std","PA_8_Std","VR_8_Std","VWC_9_Std","EC_9_Std","T_9_Std","P_9_Std","PA_9_Std","VR_9_Std","VWC_10_Std","EC_10_Std","T_10_Std","P_10_Std","PA_10_Std","VR_10_Std","VWC_11_Std","EC_11_Std","T_11_Std","P_11_Std","PA_11_Std","VR_11_Std","VWC_12_Std","EC_12_Std","T_12_Std","P_12_Std","PA_12_Std","VR_12_Std","VWC_13_Std","EC_13_Std","T_13_Std","P_13_Std","PA_13_Std","VR_13_Std","VWC_14_Std","EC_14_Std","T_14_Std","P_14_Std","PA_14_Std","VR_14_Std","VWC_15_Std","EC_15_Std","T_15_Std","P_15_Std","PA_15_Std","VR_15_Std","VWC_16_Std","EC_16_Std","T_16_Std","P_16_Std","PA_16_Std","VR_16_Std","VWC_17_Std","EC_17_Std","T_17_Std","P_17_Std","PA_17_Std","VR_17_Std","VWC_18_Std","EC_18_Std","T_18_Std","P_18_Std","PA_18_Std","VR_18_Std","VW_1_Avg","PA_uS_1_Avg","VW_2_Avg","PA_uS_2_Avg","VW_1_Std","PA_uS_1_Std","VW_2_Std","PA_uS_2_Std","BattV_Min","BattV_TMn","PTemp_C_Max","PTemp_C_TMx"
"2016-08-03 04:00:00",35,0.299,0.027,23.97,16.56,1.659,1.034,0.443,0.041,23.9,29.88,1.944,1.052,0.428,0.037,23.6,28.03,1.9,1.048,0.456,0.041,23.64,31.59,1.977,1.052,0.467,0.038,23.98,33.05,2.01,1.048,0.419,0.028,23.78,26.97,1.886,1.035,0.43,0.039,23.79,28.21,1.911,1.047,0.456,0.041,23.68,31.52,1.977,1.051,0.317,0.019,23.6,17.79,1.682,1.024,0.511,0.378,23.46,40.07,2.111,1.478,0.519,0.306,23.29,41.52,2.151,1.395,0.498,0.228,23.14,38.01,2.098,1.289,0.5,0.225,23.37,38.19,2.096,1.287,0.15,0.064,23.21,8.1,1.414,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.013,0,0,0,0,0,0.012,0,0,0,0,0,0.02,0.021,0,0,0,0,0.016,0,0,0,0,0,0.011,0.017,0,0,0,0,0.006,0,0,0,0,0,0.013,0.016,0,0,0,0,0.019,0.017,0,0,0,0,0.01,0.023,0.001,0,0,0.001,0.01,0.001,0,0.002,0,0,0.013,0.001,0,0,0,0.001,0.012,0.001,0,0.001,0,0,0.004,0,0,0,0,0,0.011,0.001,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.59,"2016-08-03 04:00:00",22.84,"2016-08-03 03:05:00"
"2016-08-03 05:00:00",36,0.299,0.027,23.97,16.52,1.658,1.034,0.443,0.041,23.91,29.87,1.944,1.051,0.428,0.037,23.61,27.98,1.899,1.048,0.456,0.041,23.64,31.59,1.977,1.052,0.467,0.038,23.96,33.1,2.011,1.048,0.419,0.028,23.78,26.97,1.886,1.035,0.429,0.039,23.79,28.16,1.91,1.047,0.455,0.041,23.68,31.47,1.976,1.051,0.316,0.019,23.6,17.76,1.682,1.024,0.511,0.378,23.45,40.07,2.111,1.477,0.519,0.307,23.28,41.52,2.151,1.395,0.498,0.228,23.14,38.01,2.098,1.289,0.5,0.225,23.38,38.19,2.096,1.287,0.15,0.064,23.21,8.09,1.414,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.016,0.012,0,0,0,0,0.009,0.022,0,0,0,0,0.012,0,0,0,0,0,0.009,0,0,0,0,0,0.01,0,0,0,0,0,0.008,0,0,0,0,0,0.013,0,0,0,0,0,0.017,0.017,0,0,0,0,0.014,0,0,0,0,0.001,0.012,0.001,0,0.001,0,0.001,0.012,0.001,0,0.001,0,0,0.018,0,0,0,0,0,0.013,0.001,0,0.001,0,0,0.017,0.016,0.001,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.59,"2016-08-03 04:15:00",22.73,"2016-08-03 04:05:00"
"2016-08-03 06:00:00",37,0.299,0.027,23.97,16.51,1.658,1.034,0.443,0.041,23.91,29.82,1.943,1.052,0.428,0.037,23.61,27.98,1.899,1.048,0.456,0.041,23.64,31.59,1.977,1.052,0.467,0.038,23.96,33.1,2.011,1.048,0.419,0.028,23.78,26.94,1.886,1.035,0.429,0.039,23.79,28.16,1.91,1.047,0.455,0.041,23.68,31.47,1.976,1.051,0.316,0.019,23.6,17.76,1.682,1.024,0.511,0.378,23.45,40.09,2.112,1.477,0.519,0.306,23.29,41.52,2.151,1.394,0.498,0.228,23.15,37.94,2.097,1.29,0.5,0.225,23.38,38.27,2.097,1.287,0.15,0.064,23.22,8.09,1.414,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.013,0,0,0,0,0,0.01,0,0,0,0,0,0.014,0,0,0,0,0,0.008,0.001,0,0,0,0,0.008,0.027,0.001,0,0,0,0.016,0,0,0,0,0,0.016,0.022,0,0,0,0,0.013,0.013,0,0,0,0.001,0.009,0.034,0.001,0.002,0,0.001,0.011,0.002,0,0.001,0,0.001,0.021,0.063,0.001,0.002,0,0,0.008,0.064,0.001,0.001,0.001,0,0.01,0.028,0.001,0.001,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.58,"2016-08-03 06:00:00",22.78,"2016-08-03 05:15:00"
"2016-08-03 07:00:00",38,0.298,0.027,23.98,16.49,1.657,1.034,0.443,0.041,23.91,29.82,1.943,1.051,0.428,0.037,23.61,27.98,1.899,1.048,0.456,0.041,23.63,31.59,1.977,1.052,0.47,0.039,23.94,33.63,2.02,1.049,0.418,0.028,23.79,26.91,1.885,1.035,0.429,0.039,23.79,28.16,1.91,1.047,0.455,0.041,23.68,31.46,1.976,1.051,0.316,0.019,23.6,17.72,1.681,1.024,0.511,0.378,23.46,40.14,2.113,1.478,0.519,0.306,23.29,41.52,2.151,1.394,0.498,0.228,23.15,37.88,2.096,1.289,0.5,0.225,23.37,38.32,2.098,1.287,0.149,0.064,23.22,8.08,1.413,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.012,0.022,0.001,0,0,0,0.015,0,0,0,0,0,0.015,0,0,0,0,0,0.011,0,0,0,0.002,0.001,0.006,0.319,0.006,0.001,0,0,0.007,0,0,0,0,0,0.019,0,0,0,0,0,0.013,0,0,0,0,0,0.011,0,0,0,0,0.001,0.013,0.001,0,0.002,0,0.001,0.008,0.002,0,0.001,0,0.001,0.02,0.02,0,0.001,0,0,0.017,0.025,0,0.001,0,0,0.014,0.016,0.001,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.58,"2016-08-03 06:45:00",21.72,"2016-08-03 07:00:00"
"2016-08-03 08:00:00",39,0.298,0.027,23.97,16.47,1.657,1.034,0.443,0.041,23.92,29.82,1.943,1.051,0.427,0.037,23.61,27.92,1.898,1.048,0.456,0.041,23.64,31.57,1.977,1.052,0.477,0.04,23.92,34.54,2.037,1.05,0.418,0.028,23.79,26.91,1.885,1.035,0.429,0.039,23.8,28.13,1.91,1.047,0.455,0.041,23.68,31.46,1.976,1.051,0.316,0.019,23.6,17.72,1.681,1.024,0.511,0.378,23.45,40.14,2.113,1.478,0.519,0.307,23.29,41.52,2.151,1.395,0.498,0.228,23.15,37.87,2.096,1.289,0.5,0.225,23.39,38.3,2.097,1.287,0.149,0.064,23.21,8.07,1.413,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.014,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0.008,0.026,0.001,0,0.001,0,0.012,0.124,0.002,0,0,0,0.01,0,0,0,0,0,0.014,0.028,0.001,0,0,0,0.01,0,0,0,0,0,0.019,0,0,0,0,0.002,0.015,0.001,0,0.002,0,0.001,0.011,0.002,0,0.001,0,0.001,0.017,0.001,0,0.001,0,0,0.017,0.033,0.001,0,0,0,0.011,0.002,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.58,"2016-08-03 07:20:00",22.14,"2016-08-03 07:55:00"
"2016-08-03 09:00:00",40,0.297,0.027,23.98,16.44,1.656,1.034,0.442,0.041,23.91,29.76,1.942,1.051,0.427,0.037,23.61,27.92,1.898,1.048,0.456,0.041,23.63,31.53,1.976,1.052,0.478,0.04,23.91,34.82,2.042,1.051,0.418,0.028,23.79,26.91,1.885,1.035,0.429,0.039,23.8,28.1,1.909,1.047,0.455,0.041,23.68,31.46,1.976,1.051,0.316,0.019,23.6,17.72,1.681,1.024,0.511,0.378,23.45,40.14,2.113,1.478,0.519,0.307,23.29,41.52,2.151,1.395,0.498,0.228,23.14,37.87,2.096,1.289,0.5,0.225,23.38,38.26,2.097,1.287,0.149,0.064,23.21,8.07,1.413,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.019,0.019,0,0,0,0,0.011,0,0,0,0,0,0.011,0,0,0,0,0,0.012,0,0,0,0,0,0.014,0.064,0.001,0,0,0,0.009,0,0,0,0,0,0.019,0,0,0,0,0,0.016,0,0,0,0,0,0.012,0,0,0,0,0.002,0.01,0.001,0,0.002,0,0.001,0.008,0.002,0,0.001,0,0.001,0.021,0.001,0,0.001,0,0.001,0.014,0.001,0,0.001,0,0,0.016,0.001,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.57,"2016-08-03 08:05:00",22.53,"2016-08-03 09:00:00"
"2016-08-03 10:00:00",41,0.297,0.027,23.98,16.43,1.656,1.034,0.442,0.041,23.91,29.76,1.942,1.051,0.427,0.037,23.61,27.92,1.898,1.048,0.456,0.041,23.64,31.53,1.976,1.052,0.479,0.04,23.88,34.92,2.044,1.05,0.418,0.028,23.8,26.86,1.884,1.035,0.428,0.039,23.8,28.08,1.909,1.047,0.455,0.041,23.68,31.46,1.976,1.051,0.316,0.019,23.6,17.72,1.681,1.024,0.511,0.378,23.45,40.14,2.113,1.478,0.519,0.307,23.3,41.52,2.151,1.395,0.498,0.228,23.15,37.87,2.096,1.289,0.5,0.225,23.38,38.26,2.097,1.287,0.148,0.064,23.21,8.03,1.412,1.081,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.015,0,0,0,0,0,0.011,0,0,0,0,0,0.016,0,0,0,0,0,0.006,0,0,0,0,0,0.012,0.03,0.001,0,0,0,0.01,0.021,0,0,0,0,0.017,0.027,0.001,0,0,0,0.017,0,0,0,0,0,0.013,0,0,0,0,0.001,0.015,0.001,0,0.002,0,0.001,0.008,0.002,0,0.001,0,0.001,0.014,0.001,0,0.001,0,0,0.01,0.001,0,0.001,0,0,0.016,0.002,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.57,"2016-08-03 09:35:00",23.47,"2016-08-03 10:00:00"
"2016-08-03 11:00:00",42,0.297,0.027,23.98,16.4,1.655,1.034,0.442,0.041,23.91,29.73,1.941,1.051,0.427,0.037,23.61,27.87,1.897,1.048,0.456,0.041,23.64,31.53,1.976,1.052,0.479,0.04,23.86,34.91,2.044,1.05,0.418,0.028,23.79,26.85,1.884,1.035,0.428,0.039,23.81,28.04,1.908,1.047,0.455,0.041,23.68,31.41,1.975,1.051,0.315,0.019,23.6,17.69,1.68,1.024,0.511,0.378,23.44,40.14,2.113,1.477,0.519,0.307,23.29,41.52,2.151,1.395,0.498,0.228,23.14,37.87,2.096,1.289,0.5,0.225,23.38,38.25,2.097,1.287,0.148,0.064,23.21,8.04,1.412,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.022,0.022,0.001,0,0,0,0.011,0.029,0.001,0,0,0,0.019,0.021,0,0,0,0,0.014,0,0,0,0,0,0.012,0.017,0,0,0,0,0.007,0,0,0,0,0,0.01,0,0,0,0,0,0.009,0.016,0,0,0,0,0.009,0.023,0.001,0,0,0.001,0.017,0.001,0,0.001,0,0.001,0.013,0.002,0,0.001,0,0.001,0.012,0.001,0,0.001,0,0.001,0.014,0.025,0,0.001,0,0,0.013,0.002,0,0.001,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.57,"2016-08-03 11:00:00",24.72,"2016-08-03 11:00:00"
"2016-08-03 12:00:00",43,0.297,0.027,23.98,16.38,1.655,1.034,0.442,0.041,23.91,29.7,1.941,1.051,0.427,0.037,23.62,27.87,1.897,1.048,0.456,0.041,23.64,31.53,1.976,1.052,0.478,0.04,23.83,34.81,2.042,1.05,0.418,0.028,23.79,26.85,1.884,1.035,0.428,0.039,23.79,28.02,1.908,1.047,0.455,0.041,23.69,31.4,1.975,1.051,0.315,0.019,23.6,17.67,1.68,1.024,0.511,0.379,23.43,40.14,2.113,1.479,0.519,0.307,23.29,41.52,2.151,1.396,0.498,0.228,23.15,37.87,2.096,1.29,0.5,0.225,23.38,38.2,2.096,1.288,0.148,0.064,23.22,8.03,1.411,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.017,0,0,0,0,0,0.018,0,0,0,0,0,0.013,0,0,0,0,0,0.011,0,0,0,0,0,0.017,0.06,0.001,0,0,0,0.01,0,0,0,0,0,0.016,0.027,0.001,0,0,0,0.014,0.001,0,0,0,0,0.014,0,0,0,0,0.002,0.015,0.002,0,0.003,0,0.001,0.008,0.002,0,0.002,0,0.001,0.012,0.001,0,0.001,0,0,0.017,0.019,0,0.001,0,0,0.018,0.017,0.001,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.57,"2016-08-03 11:10:00",25.67,"2016-08-03 12:00:00"
"2016-08-03 13:00:00",44,0.296,0.027,23.97,16.34,1.654,1.034,0.442,0.041,23.92,29.68,1.94,1.051,0.426,0.037,23.61,27.84,1.896,1.048,0.456,0.041,23.64,31.53,1.976,1.052,0.477,0.04,23.82,34.67,2.039,1.05,0.418,0.028,23.78,26.85,1.884,1.035,0.428,0.039,23.8,27.98,1.907,1.047,0.455,0.041,23.69,31.4,1.975,1.051,0.315,0.019,23.61,17.64,1.679,1.024,0.511,0.377,23.43,40.14,2.113,1.477,0.519,0.306,23.29,41.52,2.151,1.394,0.498,0.228,23.15,37.87,2.096,1.289,0.5,0.225,23.37,38.19,2.096,1.287,0.148,0.064,23.21,8,1.411,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.013,0.012,0,0,0,0,0.015,0.029,0.001,0,0,0,0.012,0.028,0.001,0,0,0,0.011,0,0,0,0,0,0.014,0.045,0.001,0,0,0,0.013,0,0,0,0,0,0.014,0,0,0,0,0,0.023,0,0,0,0,0,0.016,0.023,0.001,0,0,0.001,0.014,0.001,0,0.001,0,0.001,0.009,0.002,0,0.001,0,0.001,0.023,0.002,0,0.001,0,0.001,0.016,0.001,0,0.001,0,0,0.015,0.003,0,0.001,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.57,"2016-08-03 12:05:00",27.12,"2016-08-03 13:00:00"
"2016-08-03 14:00:00",45,0.295,0.027,23.97,16.3,1.653,1.034,0.441,0.041,23.91,29.65,1.94,1.051,0.426,0.037,23.61,27.81,1.895,1.048,0.456,0.041,23.63,31.53,1.976,1.052,0.477,0.039,23.8,34.53,2.037,1.049,0.417,0.028,23.78,26.81,1.883,1.035,0.428,0.039,23.8,27.97,1.906,1.047,0.455,0.041,23.68,31.4,1.975,1.051,0.314,0.019,23.6,17.63,1.679,1.024,0.511,0.378,23.4,40.1,2.112,1.478,0.519,0.306,23.3,41.52,2.151,1.395,0.498,0.227,23.13,37.87,2.096,1.288,0.5,0.226,23.37,38.19,2.096,1.288,0.148,0.064,23.21,8,1.411,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.01,0.016,0,0,0,0,0.014,0,0,0,0,0,0.015,0,0,0,0,0,0.014,0,0,0,0,0,0.018,0.044,0.001,0,0,0,0.008,0.024,0.001,0,0,0,0.015,0.027,0.001,0,0,0,0.013,0.001,0,0,0,0,0.01,0.001,0,0,0,0.001,0.015,0.035,0.001,0.001,0,0.001,0.009,0.001,0,0.001,0,0.001,0.018,0.001,0,0.001,0,0,0.014,0.001,0,0.001,0,0,0.009,0.002,0,0.001,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.56,"2016-08-03 13:20:00",27.47,"2016-08-03 13:20:00"
"2016-08-03 15:00:00",46,0.295,0.026,23.97,16.26,1.652,1.033,0.441,0.041,23.92,29.64,1.939,1.051,0.426,0.037,23.61,27.77,1.895,1.047,0.456,0.041,23.64,31.53,1.976,1.052,0.475,0.039,23.8,34.36,2.034,1.049,0.417,0.028,23.78,26.8,1.883,1.035,0.427,0.039,23.81,27.93,1.906,1.047,0.455,0.041,23.69,31.4,1.975,1.051,0.314,0.019,23.59,17.61,1.678,1.024,0.511,0.379,23.41,40.07,2.111,1.478,0.519,0.307,23.29,41.52,2.151,1.395,0.498,0.228,23.15,37.91,2.096,1.289,0.5,0.226,23.37,38.19,2.096,1.288,0.147,0.064,23.21,7.986,1.41,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.016,0.021,0.001,0,0,0,0.013,0.022,0,0,0,0,0.011,0.025,0,0,0,0,0.008,0,0,0,0,0,0.01,0.058,0.001,0,0,0,0.01,0,0,0,0,0,0.014,0,0,0,0,0,0.014,0,0,0,0,0,0.015,0.023,0.001,0,0,0.001,0.014,0.001,0,0.002,0,0.001,0.013,0.002,0,0.001,0,0.001,0.01,0.033,0.001,0.001,0,0.001,0.016,0.001,0,0.001,0,0,0.008,0.018,0.001,0.001,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.57,"2016-08-03 14:35:00",27.34,"2016-08-03 14:15:00"
"2016-08-03 16:00:00",47,0.295,0.026,23.97,16.24,1.651,1.034,0.441,0.041,23.91,29.59,1.938,1.051,0.426,0.037,23.62,27.75,1.894,1.047,0.456,0.041,23.64,31.53,1.976,1.052,0.475,0.039,23.82,34.25,2.032,1.049,0.417,0.028,23.78,26.8,1.883,1.035,0.427,0.039,23.81,27.91,1.905,1.046,0.454,0.041,23.69,31.37,1.974,1.051,0.314,0.019,23.59,17.58,1.677,1.024,0.511,0.379,23.4,40.07,2.111,1.479,0.519,0.306,23.29,41.52,2.151,1.395,0.498,0.227,23.14,37.9,2.096,1.288,0.5,0.225,23.37,38.19,2.096,1.287,0.147,0.063,23.22,7.97,1.41,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.025,0.019,0,0,0,0,0.013,0,0,0,0,0,0.012,0,0,0,0,0,0.012,0,0,0,0,0,0.015,0.031,0.001,0.001,0,0,0.011,0,0,0,0,0,0.019,0.027,0.001,0,0,0,0.017,0.03,0.001,0,0,0,0.012,0,0,0,0,0.002,0.017,0.002,0,0.003,0,0.001,0.01,0.002,0,0.001,0,0.001,0.008,0.033,0.001,0.001,0,0.001,0.014,0.001,0,0.001,0,0,0.016,0.002,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.56,"2016-08-03 15:55:00",27.28,"2016-08-03 15:05:00"
"2016-08-03 17:00:00",48,0.294,0.026,23.96,16.2,1.65,1.033,0.441,0.041,23.92,29.59,1.938,1.051,0.425,0.037,23.6,27.7,1.893,1.047,0.456,0.041,23.64,31.52,1.976,1.052,0.474,0.039,23.84,34.13,2.03,1.049,0.417,0.027,23.78,26.8,1.883,1.035,0.427,0.039,23.8,27.87,1.905,1.046,0.454,0.041,23.69,31.34,1.973,1.051,0.314,0.019,23.59,17.57,1.677,1.024,0.511,0.378,23.4,40.07,2.111,1.477,0.519,0.307,23.29,41.52,2.151,1.396,0.498,0.228,23.16,37.87,2.096,1.289,0.5,0.225,23.36,38.19,2.096,1.287,0.147,0.064,23.21,7.969,1.41,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.018,0,0,0,0,0,0.012,0,0,0,0,0,0.014,0.016,0,0,0,0,0.01,0.022,0,0,0,0,0.012,0.031,0.001,0,0,0,0.009,0,0,0,0,0,0.013,0,0,0,0,0,0.02,0.001,0,0,0,0,0.015,0.02,0,0,0,0.001,0.024,0.001,0,0.001,0,0.001,0.009,0.002,0,0.001,0,0.001,0.009,0.001,0,0.001,0,0.001,0.009,0.001,0,0.001,0,0,0.009,0.002,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.57,"2016-08-03 16:05:00",26.93,"2016-08-03 16:05:00"
"2016-08-03 18:00:00",49,0.293,0.026,23.96,16.16,1.649,1.033,0.44,0.041,23.9,29.53,1.937,1.051,0.425,0.037,23.62,27.69,1.893,1.047,0.455,0.041,23.64,31.47,1.975,1.052,0.473,0.039,23.87,34.01,2.027,1.049,0.417,0.027,23.77,26.78,1.883,1.035,0.427,0.039,23.8,27.87,1.905,1.046,0.454,0.041,23.68,31.34,1.973,1.051,0.313,0.019,23.6,17.53,1.676,1.024,0.511,0.378,23.4,40.07,2.111,1.478,0.519,0.307,23.29,41.52,2.151,1.396,0.498,0.228,23.14,37.87,2.096,1.289,0.5,0.225,23.36,38.19,2.096,1.287,0.146,0.063,23.21,7.936,1.408,1.08,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,0,0,0.019,0,0,0,0,0,0.014,0,0,0,0,0,0.013,0,0,0,0,0,0.012,0,0,0,0,0,0.011,0.045,0.001,0,0,0,0.009,0.024,0,0,0,0,0.014,0,0,0,0,0,0.015,0,0,0,0,0,0.016,0,0,0,0,0.002,0.017,0.001,0,0.002,0,0.001,0.007,0.002,0,0.001,0,0.001,0.016,0.002,0,0.001,0,0.001,0.011,0.001,0,0.001,0,0,0.01,0.002,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",11.56,"2016-08-03 17:40:00",26.53,"2016-08-03 17:05:00"
