"Date","DayCount","TopoLocation","Drought","N","meanSoilMoisture","sdSoilMoisture","seSoilMoisture","ciSoilMoisture","DroughtTimePds"
2014-11-20,7,"7","Pre-drought",5,0.522641666666667,0.00416912427521922,0.00186448905720694,0.00517665151657706,"Pre-Drought"
2014-11-21,8,"1","Pre-drought",5,0.444975,0.0315676439702638,0.0141174795614042,0.0391964070259906,"Pre-Drought"
2014-11-21,8,"2","Pre-drought",5,0.422733333333333,0.0383785919419203,0.0171634280925719,0.0476533159160355,"Pre-Drought"
2014-11-21,8,"3","Pre-drought",5,0.426258333333333,0.0726558752977196,0.0324926952260897,0.0902141846151606,"Pre-Drought"
2014-11-21,8,"4","Pre-drought",5,0.476025,0.0168444321908854,0.00753305908424108,0.0209151250216069,"Pre-Drought"
2014-11-21,8,"5","Pre-drought",5,0.434858333333333,0.0261201251432682,0.0116812750802298,0.032432419018973,"Pre-Drought"
2014-11-21,8,"6","Pre-drought",5,0.472591666666667,0.0297207693699952,0.0132915321309806,0.0369032093256402,"Pre-Drought"
2014-11-21,8,"7","Pre-drought",5,0.521758333333333,0.00469100794665231,0.00209788253034125,0.00582465568264594,"Pre-Drought"
2014-11-22,9,"1","Pre-drought",5,0.447283333333333,0.0302209944731215,0.013515239597909,0.0375243208271899,"Pre-Drought"
2014-11-22,9,"2","Pre-drought",5,0.4243,0.0378822119096373,0.0169414401936002,0.0470369787005225,"Pre-Drought"
2014-11-22,9,"3","Pre-drought",5,0.425975,0.0730612649596213,0.0326739909943673,0.090717542363588,"Pre-Drought"
2014-11-22,9,"4","Pre-drought",5,0.479283333333333,0.0160452755680778,0.0071756653775877,0.0199228410141407,"Pre-Drought"
2014-11-22,9,"5","Pre-drought",5,0.434233333333333,0.0259780990825819,0.0116177590949756,0.0322560703726122,"Pre-Drought"
2014-11-22,9,"6","Pre-drought",5,0.471991666666666,0.0303185260333239,0.0135588570376219,0.0376454222541819,"Pre-Drought"
2014-11-22,9,"7","Pre-drought",5,0.521925,0.00528661175885723,0.0023642446526909,0.00656419549345371,"Pre-Drought"
2014-11-23,10,"1","Pre-drought",5,0.450283333333333,0.0304624284752726,0.0136232121660869,0.0378241007356031,"Pre-Drought"
2014-11-23,10,"2","Pre-drought",5,0.429375,0.0372026638084482,0.0166375370439523,0.0461932082882283,"Pre-Drought"
2014-11-23,10,"3","Pre-drought",5,0.4385,0.0645499981173076,0.0288676367475567,0.0801494087463817,"Pre-Drought"
2014-11-23,10,"4","Pre-drought",5,0.4848,0.0200610699559562,0.00897158322457937,0.024909108329758,"Pre-Drought"
2014-11-23,10,"5","Pre-drought",5,0.440775,0.024560451921964,0.0109837680111254,0.0304958289311172,"Pre-Drought"
2014-11-23,10,"6","Pre-drought",5,0.478216666666667,0.0299984866516446,0.0134157310750395,0.0372480408759433,"Pre-Drought"
2014-11-23,10,"7","Pre-drought",5,0.523975,0.00202407386228862,0.00090519334951158,0.00251321964450902,"Pre-Drought"
2014-11-24,11,"1","Pre-drought",5,0.457475,0.0297479370199757,0.0133036818734096,0.0369369424185368,"Pre-Drought"
2014-11-24,11,"2","Pre-drought",5,0.435191666666667,0.0350536617400937,0.0156764741022266,0.043524869787887,"Pre-Drought"
2014-11-24,11,"3","Pre-drought",5,0.444775,0.0626342765917086,0.0280109000361168,0.0777707262974613,"Pre-Drought"
2014-11-24,11,"4","Pre-drought",5,0.490525,0.0162386071173334,0.00726212587485389,0.0201628938385683,"Pre-Drought"
2014-11-24,11,"5","Pre-drought",5,0.447625,0.0236830379115985,0.0105913765368078,0.0294063755429268,"Pre-Drought"
2014-11-24,11,"6","Pre-drought",5,0.483366666666667,0.0280954690643252,0.0125646757375147,0.0348851324498202,"Pre-Drought"
2014-11-24,11,"7","Pre-drought",5,0.52435,0.00205851888502388,0.000920597631976094,0.00255598878915671,"Pre-Drought"
2014-11-25,12,"1","Pre-drought",5,0.460216666666667,0.0276276928049057,0.0123554798346502,0.0343043115092845,"Pre-Drought"
2014-11-25,12,"2","Pre-drought",5,0.437775,0.0353118129235026,0.0157919228211415,0.0438454068184196,"Pre-Drought"
2014-11-25,12,"3","Pre-drought",5,0.447308333333333,0.0616619339400106,0.027576055182793,0.07656340343293,"Pre-Drought"
2014-11-25,12,"4","Pre-drought",5,0.492808333333334,0.00996341397591979,0.00445577418762562,0.0123712124330998,"Pre-Drought"
2014-11-25,12,"5","Pre-drought",5,0.4478,0.0252906438563092,0.0113103197714889,0.0314024819677723,"Pre-Drought"
2014-11-25,12,"6","Pre-drought",5,0.484766666666666,0.02654774263264,0.0118725114351505,0.0329633762605283,"Pre-Drought"
2014-11-25,12,"7","Pre-drought",5,0.524641666666667,0.000670302585073154,0.000299768429143481,0.000832290587788251,"Pre-Drought"
2014-11-26,13,"1","Pre-drought",5,0.453216666666667,0.0296365776720442,0.0132538804590287,0.0367986715253468,"Pre-Drought"
2014-11-26,13,"2","Pre-drought",5,0.4293,0.0371813592035341,0.0166280093349879,0.0461667551273105,"Pre-Drought"
2014-11-26,13,"3","Pre-drought",5,0.43745,0.0666543699596825,0.029808740445454,0.0827623315018922,"Pre-Drought"
2014-11-26,13,"4","Pre-drought",5,0.487058333333333,0.0138889006944396,0.00621130521710219,0.0172453479669129,"Pre-Drought"
2014-11-26,13,"5","Pre-drought",5,0.437083333333333,0.0279069012770836,0.0124803456593869,0.0346509946171813,"Pre-Drought"
2014-11-26,13,"6","Pre-drought",5,0.477916666666667,0.0284677723487455,0.0127311748279568,0.0353474080344979,"Pre-Drought"
2014-11-26,13,"7","Pre-drought",5,0.52305,0.00393274624855895,0.00175877759000702,0.00488314943090655,"Pre-Drought"
2014-11-27,14,"1","Pre-drought",5,0.442816666666667,0.0323821125820689,0.0144817209977114,0.0402077033789361,"Pre-Drought"
2014-11-27,14,"2","Pre-drought",5,0.419575,0.0405792413234759,0.0181475884149321,0.0503857830257825,"Pre-Drought"
2014-11-27,14,"3","Pre-drought",5,0.424808333333333,0.0664009587761266,0.0296954115189161,0.0824476799585287,"Pre-Drought"
2014-11-27,14,"4","Pre-drought",5,0.476133333333333,0.012346326207959,0.00552144493467672,0.0153299887625023,"Pre-Drought"
2014-11-27,14,"5","Pre-drought",5,0.424741666666667,0.0285775230975131,0.0127802568549219,0.0354836815880185,"Pre-Drought"
2014-11-27,14,"6","Pre-drought",5,0.468166666666667,0.0299495814754655,0.0133938600153618,0.0371873170793558,"Pre-Drought"
2014-11-27,14,"7","Pre-drought",5,0.520391666666667,0.00670066849898806,0.00299663005168576,0.00831997883909153,"Pre-Drought"
2014-11-28,15,"1","Pre-drought",5,0.448275,0.0324270361521232,0.0145018114289982,0.0402634833585434,"Pre-Drought"
2014-11-28,15,"2","Pre-drought",5,0.425533333333333,0.0362732133528922,0.016221874163884,0.0450391431194503,"Pre-Drought"
2014-11-28,15,"3","Pre-drought",5,0.439808333333333,0.0601213370910122,0.0268870793267365,0.0746504997897824,"Pre-Drought"
2014-11-28,15,"4","Pre-drought",5,0.48695,0.0183757652901859,0.00821789206548736,0.0228165262002662,"Pre-Drought"
2014-11-28,15,"5","Pre-drought",5,0.433891666666667,0.0297911363589165,0.0133230012051006,0.0369905814824457,"Pre-Drought"
2014-11-28,15,"6","Pre-drought",5,0.475516666666667,0.0319056171038546,0.0142686257416598,0.0396160560983305,"Pre-Drought"
2014-11-28,15,"7","Pre-drought",5,0.523658333333333,0.00288500673983428,0.0012902142371629,0.00358220900342744,"Pre-Drought"
2014-11-29,16,"1","Pre-drought",5,0.4458,0.032377190509335,0.0144795197798668,0.0402015918184259,"Pre-Drought"
2014-11-29,16,"2","Pre-drought",5,0.425666666666667,0.0347948227111449,0.0155607177694347,0.0432034786843113,"Pre-Drought"
2014-11-29,16,"3","Pre-drought",5,0.4322,0.06676188772629,0.0298568238524387,0.082895832441856,"Pre-Drought"
2014-11-29,16,"4","Pre-drought",5,0.482125,0.0138290028362292,0.00618451808056919,0.0171709749528036,"Pre-Drought"
2014-11-29,16,"5","Pre-drought",5,0.429008333333333,0.0300512785131978,0.0134393403132578,0.0373135906298321,"Pre-Drought"
2014-11-29,16,"6","Pre-drought",5,0.47365,0.0296990489232305,0.0132818184518871,0.0368762398288676,"Pre-Drought"
2014-11-29,16,"7","Pre-drought",5,0.522366666666667,0.00386259214201507,0.00172740371978044,0.00479604160248487,"Pre-Drought"
2014-11-30,17,"1","Pre-drought",5,0.458341666666667,0.0292291800308833,0.0130716866951269,0.0362928205413642,"Pre-Drought"
2014-11-30,17,"2","Pre-drought",5,0.438941666666667,0.0303024338956461,0.0135516604148717,0.0376254412261732,"Pre-Drought"
2014-11-30,17,"3","Pre-drought",5,0.449383333333333,0.0623422133269263,0.0278802853733601,0.0774080818563833,"Pre-Drought"
2014-11-30,17,"4","Pre-drought",5,0.494658333333333,0.0136281023481301,0.00609467265094869,0.0169215240495093,"Pre-Drought"
2014-11-30,17,"5","Pre-drought",5,0.446791666666667,0.0272684697855314,0.0121948304165695,0.0338582772188015,"Pre-Drought"
2014-11-30,17,"6","Pre-drought",5,0.488875,0.02439589560197,0.0109101761875986,0.0302915052729037,"Pre-Drought"
2014-11-30,17,"7","Pre-drought",5,0.525266666666667,0.000596284793999779,0.000266666666666593,0.000740385361385873,"Pre-Drought"
2014-12-01,18,"1","Pre-drought",5,0.460208333333333,0.0288249777151306,0.0128909219241897,0.0357909370779034,"Pre-Drought"
2014-12-01,18,"2","Pre-drought",5,0.440841666666666,0.0270830673063858,0.0121119159072562,0.0336280696352687,"Pre-Drought"
2014-12-01,18,"3","Pre-drought",5,0.448425,0.0650033879993104,0.0290703988668504,0.0807123666400143,"Pre-Drought"
2014-12-01,18,"4","Pre-drought",5,0.4959,0.0162388476688191,0.00726223345274871,0.0201631925226878,"Pre-Drought"
2014-12-01,18,"5","Pre-drought",5,0.4463,0.0265049359920835,0.0118533677235159,0.0329102247960653,"Pre-Drought"
2014-12-01,18,"6","Pre-drought",5,0.490575,0.0245392861041229,0.010974302369627,0.0304695480971114,"Pre-Drought"
2014-12-01,18,"7","Pre-drought",5,0.52515,0.000236804537306498,0.000105902208559543,0.000294031668584779,"Pre-Drought"
2014-12-02,19,"1","Pre-drought",5,0.458766666666667,0.028564081830742,0.0127742457376812,0.0354669920509786,"Pre-Drought"
2014-12-02,19,"2","Pre-drought",5,0.4437,0.0220354315377658,0.00985454456639743,0.0273606020253277,"Pre-Drought"
2014-12-02,19,"3","Pre-drought",5,0.449525,0.0631323950563857,0.02823366538569,0.0783892220618914,"Pre-Drought"
2014-12-02,19,"4","Pre-drought",5,0.494616666666667,0.013437141468085,0.00600927234918389,0.016684414799692,"Pre-Drought"
2014-12-02,19,"5","Pre-drought",5,0.444241666666666,0.0277341421156106,0.012403085413629,0.0344364857860205,"Pre-Drought"
2014-12-02,19,"6","Pre-drought",5,0.488758333333333,0.0260450897750208,0.0116477182434062,0.0323392503036283,"Pre-Drought"
2014-12-02,19,"7","Pre-drought",5,0.52545,0.000649786289654139,0.000290593262902805,0.000806816242389948,"Pre-Drought"
2014-12-03,20,"1","Pre-drought",5,0.461133333333333,0.0277763638529033,0.012421967548572,0.0344889109971585,"Pre-Drought"
2014-12-03,20,"2","Pre-drought",5,0.447625,0.0207201508869449,0.00926633317745229,0.0257274653936693,"Pre-Drought"
2014-12-03,20,"3","Pre-drought",5,0.4513,0.06172735189705,0.0276053109825709,0.0766446305550218,"Pre-Drought"
2014-12-03,20,"4","Pre-drought",5,0.496891666666667,0.0149648488595404,0.00669248386458851,0.018581314067452,"Pre-Drought"
2014-12-03,20,"5","Pre-drought",5,0.44475,0.0268429718714022,0.012004541964514,0.0333299517775164,"Pre-Drought"
2014-12-03,20,"6","Pre-drought",5,0.490325,0.0250961934087843,0.0112233588877048,0.0311610398476461,"Pre-Drought"
2014-12-03,20,"7","Pre-drought",5,0.525233333333333,0.000415205772278259,0.000185685666292897,0.000515546059284305,"Pre-Drought"
2014-12-04,21,"1","Pre-drought",5,0.45515,0.0282013254465891,0.0126120161508336,0.0350165705086574,"Pre-Drought"
2014-12-04,21,"2","Pre-drought",5,0.441766666666667,0.0213488225020075,0.0095474836708132,0.0265080643047852,"Pre-Drought"
2014-12-04,21,"3","Pre-drought",5,0.443366666666667,0.0626979877955514,0.028039392552661,0.0778498342055551,"Pre-Drought"
2014-12-04,21,"4","Pre-drought",5,0.488366666666667,0.0164899590660498,0.00737453388357526,0.0204749885041678,"Pre-Drought"
2014-12-04,21,"5","Pre-drought",5,0.435083333333334,0.0273373186881149,0.0122256205818401,0.0339437644224553,"Pre-Drought"
2014-12-04,21,"6","Pre-drought",5,0.482425,0.0252660565009877,0.0112993239719118,0.0313719527338586,"Pre-Drought"
2014-12-04,21,"7","Pre-drought",5,0.52425,0.00194342731333673,0.000869127116390144,0.00241308372809609,"Pre-Drought"
2014-12-05,22,"1","Pre-drought",5,0.450775,0.0297299272852942,0.0132956276752087,0.0369145803793656,"Pre-Drought"
2014-12-05,22,"2","Pre-drought",5,0.438683333333333,0.022660205114547,0.0101339518040431,0.0281363608826458,"Pre-Drought"
2014-12-05,22,"3","Pre-drought",5,0.441733333333333,0.0635113561586519,0.0284031419427891,0.078859764419295,"Pre-Drought"
2014-12-05,22,"4","Pre-drought",5,0.482391666666667,0.0171163958514766,0.00765468493073941,0.0212528125077827,"Pre-Drought"
2014-12-05,22,"5","Pre-drought",5,0.429908333333333,0.028686030887098,0.012828783013642,0.0356184118038708,"Pre-Drought"
2014-12-05,22,"6","Pre-drought",5,0.478425,0.0260471894143858,0.0116486572306759,0.0323418573502371,"Pre-Drought"
2014-12-05,22,"7","Pre-drought",5,0.523366666666667,0.00263051668984521,0.00117640282688833,0.00326621787045494,"Pre-Drought"
2014-12-06,23,"1","Pre-drought",5,0.445975,0.0308480201507685,0.0137956540056803,0.0383028760370734,"Pre-Drought"
2014-12-06,23,"2","Pre-drought",5,0.4336,0.0244373419290142,0.0109287115485363,0.0303429676850522,"Pre-Drought"
2014-12-06,23,"3","Pre-drought",5,0.43515,0.0619627015944986,0.0277105625669667,0.0769368558013318,"Pre-Drought"
2014-12-06,23,"4","Pre-drought",5,0.478533333333333,0.0162484881775369,0.00726654481931483,0.020175162795287,"Pre-Drought"
2014-12-06,23,"5","Pre-drought",5,0.425375,0.0279515174255152,0.0125002986075444,0.0347063928824274,"Pre-Drought"
2014-12-06,23,"6","Pre-drought",5,0.475116666666667,0.0271164124911261,0.0121268283272165,0.0336694731506741,"Pre-Drought"
2014-12-06,23,"7","Pre-drought",5,0.521891666666667,0.00433269226027193,0.00193763888391105,0.00537974799487575,"Pre-Drought"
2014-12-07,24,"1","Pre-drought",5,0.440791666666667,0.0324691493532279,0.0145206450250822,0.0403157738042041,"Pre-Drought"
2014-12-07,24,"2","Pre-drought",5,0.4286,0.0261652003304645,0.0117014333167637,0.032488387256127,"Pre-Drought"
2014-12-07,24,"3","Pre-drought",5,0.427983333333333,0.0599720174910301,0.0268203015715499,0.0744650950182585,"Pre-Drought"
2014-12-07,24,"4","Pre-drought",5,0.474291666666667,0.0166799166081712,0.00745948547897972,0.0207108519454073,"Pre-Drought"
2014-12-07,24,"5","Pre-drought",5,0.4209,0.0283455029012048,0.0126764942687023,0.0351955904634064,"Pre-Drought"
2014-12-07,24,"6","Pre-drought",5,0.471125,0.0276484000943597,0.01236474041602,0.0343300230051,"Pre-Drought"
2014-12-07,24,"7","Pre-drought",5,0.52045,0.00624210612605147,0.00279155472412379,0.00775059844968527,"Pre-Drought"
2014-12-08,25,"1","Pre-drought",5,0.435141666666667,0.034232046186448,0.015309036456362,0.0425046993345609,"Pre-Drought"
2014-12-08,25,"2","Pre-drought",5,0.423641666666667,0.0280226316027679,0.0125321018344446,0.0347946927960839,"Pre-Drought"
2014-12-08,25,"3","Pre-drought",5,0.421433333333333,0.0591577208612704,0.0264561370479516,0.0734540122092273,"Pre-Drought"
2014-12-08,25,"4","Pre-drought",5,0.470483333333333,0.0177648021222989,0.00794466103045859,0.0220579152304724,"Pre-Drought"
2014-12-08,25,"5","Pre-drought",5,0.416758333333333,0.0290567631733321,0.0129945795323366,0.0360787367366595,"Pre-Drought"
2014-12-08,25,"6","Pre-drought",5,0.46725,0.0283178113119639,0.0126641102135128,0.0351612068139929,"Pre-Drought"
2014-12-08,25,"7","Pre-drought",5,0.519033333333333,0.00783407576268919,0.00350350518925131,0.00972728983373186,"Pre-Drought"
2014-12-09,26,"1","Pre-drought",5,0.428475,0.0370957680462942,0.0165897318058157,0.0460604796688011,"Pre-Drought"
2014-12-09,26,"2","Pre-drought",5,0.417641666666666,0.0299909795466346,0.0134123737956162,0.0372387195739217,"Pre-Drought"
2014-12-09,26,"3","Pre-drought",5,0.41495,0.0592265424732302,0.0264869150084842,0.0735394655270961,"Pre-Drought"
2014-12-09,26,"4","Pre-drought",5,0.465641666666666,0.020600229232813,0.00921270258332963,0.0255785629931286,"Pre-Drought"
2014-12-09,26,"5","Pre-drought",5,0.412791666666667,0.0299991753358878,0.013416039063996,0.0372488959903742,"Pre-Drought"
2014-12-09,26,"6","Pre-drought",5,0.463616666666667,0.0283373986054158,0.0126728699174435,0.0351855276510943,"Pre-Drought"
2014-12-09,26,"7","Pre-drought",5,0.5161,0.00881708411110058,0.00394311988715084,0.010947855909888,"Pre-Drought"
2014-12-10,27,"1","Pre-drought",5,0.420641666666667,0.0415513466655681,0.0185823271401739,0.0515928112315199,"Pre-Drought"
2014-12-10,27,"2","Pre-drought",5,0.406666666666667,0.0304000382629513,0.0135953104149108,0.0377466330551236,"Pre-Drought"
2014-12-10,27,"3","Pre-drought",5,0.409216666666667,0.0604503167784185,0.0270342035155879,0.0750589820237751,"Pre-Drought"
2014-12-10,27,"4","Pre-drought",5,0.460741666666667,0.0227095450747039,0.0101560173050267,0.0281976245348454,"Pre-Drought"
2014-12-10,27,"5","Pre-drought",5,0.408925,0.0315533801455741,0.0141111005850792,0.0391786961483968,"Pre-Drought"
2014-12-10,27,"6","Pre-drought",5,0.458558333333333,0.02899572825339,0.0129672838863383,0.0360029518739341,"Pre-Drought"
2014-12-10,27,"7","Pre-drought",5,0.513191666666667,0.0105720330090503,0.00472795689372164,0.0131269127751596,"Pre-Drought"
2014-12-11,28,"1","Pre-drought",5,0.414033333333333,0.0457451177571018,0.0204578385887225,0.0568000658125851,"Pre-Drought"
2014-12-11,28,"2","Pre-drought",5,0.400166666666667,0.0329317344205318,0.0147275193562558,0.040890149028382,"Pre-Drought"
2014-12-11,28,"3","Pre-drought",5,0.409233333333333,0.0638196351707945,0.0285410085082266,0.0792425433700743,"Pre-Drought"
2014-12-11,28,"4","Pre-drought",5,0.456533333333333,0.0262177943972325,0.011724954098465,0.0325536914153519,"Pre-Drought"
2014-12-11,28,"5","Pre-drought",5,0.408166666666667,0.0321757327465557,0.0143894251294329,0.0399514489672241,"Pre-Drought"
2014-12-11,28,"6","Pre-drought",5,0.4573,0.0295010210510679,0.013193257695168,0.0366303557493624,"Pre-Drought"
2014-12-11,28,"7","Pre-drought",5,0.514233333333333,0.0114019674228226,0.00509911484693387,0.0141574124576109,"Pre-Drought"
2014-12-12,29,"1","Pre-drought",5,0.405883333333333,0.0498209241099227,0.0222805946023291,0.0618608478245329,"Pre-Drought"
2014-12-12,29,"2","Pre-drought",5,0.392908333333333,0.0370495562464053,0.0165690652606328,0.0460031001405868,"Pre-Drought"
2014-12-12,29,"3","Pre-drought",5,0.402083333333333,0.0641136618198058,0.0286725012231037,0.0796076256746641,"Pre-Drought"
2014-12-12,29,"4","Pre-drought",5,0.448091666666667,0.0309328265269188,0.0138335805700798,0.0384081770611574,"Pre-Drought"
2014-12-12,29,"5","Pre-drought",5,0.402966666666667,0.033218061101355,0.0148555685406743,0.0412456705596854,"Pre-Drought"
2014-12-12,29,"6","Pre-drought",5,0.451983333333333,0.0295910435961813,0.0132335170012443,0.0367421335026564,"Pre-Drought"
2014-12-12,29,"7","Pre-drought",5,0.51185,0.0136590934301416,0.00610853228416348,0.0169600045603084,"Pre-Drought"
2014-12-13,30,"1","Pre-drought",5,0.399,0.0537320464201766,0.0240297016731378,0.0667171475897468,"Pre-Drought"
2014-12-13,30,"2","Pre-drought",5,0.388016666666667,0.0436586208395446,0.0195247288002221,0.0542093377076912,"Pre-Drought"
2014-12-13,30,"3","Pre-drought",5,0.401641666666667,0.0618018268226039,0.0276386171818024,0.076737103388851,"Pre-Drought"
2014-12-13,30,"4","Pre-drought",5,0.445175,0.0380407356585603,0.0170123341693282,0.0472338119324205,"Pre-Drought"
2014-12-13,30,"5","Pre-drought",5,0.402808333333333,0.0326438669371615,0.0145987811039902,0.0405327143380277,"Pre-Drought"
2014-12-13,30,"6","Pre-drought",5,0.4512,0.0306421635577516,0.0137035921385599,0.0380472713167315,"Pre-Drought"
2014-12-13,30,"7","Pre-drought",5,0.512525,0.0127745066767112,0.00571293306163021,0.0158616450352858,"Pre-Drought"
2014-12-14,31,"1","Pre-drought",5,0.44005,0.033578065136832,0.0150165672397744,0.0416926746097453,"Pre-Drought"
2014-12-14,31,"2","Pre-drought",5,0.434083333333333,0.020420237782923,0.00913220795986508,0.0253550740898157,"Pre-Drought"
2014-12-14,31,"3","Pre-drought",5,0.446191666666667,0.0514227744886554,0.0229969638696551,0.0638498077703144,"Pre-Drought"
