DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   species                   solenoid_valves           CO2_dry                   CH4_dry                   CH4_dry                   CH4_dry                   N2O_dry                   NH3                       H2O                       H2O                       H2O                       H2O                       H2O                       H2O                       ChemDetect                
2015-09-04                01:02:50.772              246.04364319              5905.047437               247.04364319              1441342970.772            0                         963                       1.4001462424E+02          4.5001874337E+01          5.8687500000E+01          4.7000000000E+01          0.0000000000E+00          5.1318727413E+02          1.8566064290E+00          1.8566064290E+00          1.8566064290E+00          2.9171130406E-01          1.1319447353E+01          2.6550284364E+00          2.6550284364E+00          2.6550284364E+00          2.6550284364E+00          2.6550284364E+00          2.6550284364E+00          0.0000000000E+00          
2015-09-04                01:02:51.561              246.04365233              5905.047656               247.04365233              1441342971.561            0                         963                       1.4001462424E+02          4.5001874337E+01          5.8687500000E+01          4.7000000000E+01          0.0000000000E+00          5.1311818518E+02          1.8569173711E+00          1.8569173711E+00          1.8569173711E+00          2.9171204846E-01          1.1233483927E+01          2.6545954816E+00          2.6545954816E+00          2.6545954816E+00          2.6545954816E+00          2.6545954816E+00          2.6545954816E+00          0.0000000000E+00          
2015-09-04                01:02:52.193              246.04365964              5905.047831               247.04365964              1441342972.193            0                         963                       1.3998876368E+02          4.5001853943E+01          5.8687500000E+01          2.0000000000E+00          0.0000000000E+00          5.1306284530E+02          1.8571664339E+00          1.8571664339E+00          1.8571664339E+00          2.9192065349E-01          1.1164628540E+01          2.6542486854E+00          2.6542486854E+00          2.6542486854E+00          2.6542486854E+00          2.6542486854E+00          2.6542486854E+00          0.0000000000E+00          
2015-09-04                01:02:52.966              246.04366859              5905.048046               247.04366859              1441342972.966            0                         963                       1.3998508056E+02          4.5001853943E+01          5.8687500000E+01          4.6000000000E+01          0.0000000000E+00          5.1300839317E+02          1.8575058530E+00          1.8575058530E+00          1.8575058530E+00          2.9218315765E-01          1.1164717381E+01          2.6552545133E+00          2.6552545133E+00          2.6552545133E+00          2.6552545133E+00          2.6552545133E+00          2.6552545133E+00          0.0000000000E+00          
2015-09-04                01:02:54.095              246.04368166              5905.048360               247.04368166              1441342974.095            0                         963                       1.4001923601E+02          4.5001848105E+01          5.8675544794E+01          4.7000000000E+01          0.0000000000E+00          5.0896949311E+02          1.8580077194E+00          1.8580077194E+00          1.8580077194E+00          2.9253302401E-01          1.1164741598E+01          2.6568337825E+00          2.6568337825E+00          2.6568337825E+00          2.6568337825E+00          2.6568337825E+00          2.6568337825E+00          0.0000000000E+00          
2015-09-04                01:02:54.881              246.04369075              5905.048578               247.04369075              1441342974.881            0                         963                       1.4001923601E+02          4.5001848105E+01          5.8675544794E+01          4.7000000000E+01          0.0000000000E+00          5.0615751019E+02          1.8583571330E+00          1.8583571330E+00          1.8583571330E+00          2.9251789747E-01          1.1164755330E+01          2.6579333280E+00          2.6579333280E+00          2.6579333280E+00          2.6579333280E+00          2.6579333280E+00          2.6579333280E+00          0.0000000000E+00          
2015-09-04                01:02:55.196              246.04369440              5905.048666               247.04369440              1441342975.196            0                         963                       1.4000091408E+02          4.5001823425E+01          5.8625000000E+01          2.5000000000E+01          0.0000000000E+00          5.0503054458E+02          1.8584971274E+00          1.8584971274E+00          1.8584971274E+00          2.9477117420E-01          1.1164788155E+01          2.6583740014E+00          2.6583740014E+00          2.6583740014E+00          2.6583740014E+00          2.6583740014E+00          2.6583740014E+00          0.0000000000E+00          
2015-09-04                01:02:56.341              246.04370765              5905.048984               247.04370765              1441342976.341            0                         963                       1.4000175461E+02          4.5001823425E+01          5.8659200969E+01          4.7000000000E+01          0.0000000000E+00          5.0093412365E+02          1.8621628637E+00          1.8621628637E+00          1.8621628637E+00          3.0296210651E-01          1.1164910517E+01          2.6599758955E+00          2.6599758955E+00          2.6599758955E+00          2.6599758955E+00          2.6599758955E+00          2.6599758955E+00          0.0000000000E+00          
2015-09-04                01:02:57.122              246.04371670              5905.049201               247.04371670              1441342977.123            0                         963                       1.4000175461E+02          4.5001823425E+01          5.8659200969E+01          4.7000000000E+01          0.0000000000E+00          4.9813624499E+02          1.8646666414E+00          1.8646666414E+00          1.8646666414E+00          3.0294736380E-01          1.1164926260E+01          2.6610700140E+00          2.6610700140E+00          2.6610700140E+00          2.6610700140E+00          2.6610700140E+00          2.6610700140E+00          0.0000000000E+00          
2015-09-04                01:02:57.763              246.04372411              5905.049379               247.04372411              1441342977.763            0                         963                       1.4002959599E+02          4.5001823425E+01          5.8655607877E+01          2.0000000000E+00          0.0000000000E+00          4.9584633651E+02          1.8667158448E+00          1.8667158448E+00          1.8667158448E+00          3.0175209090E-01          1.1164924836E+01          2.6619655001E+00          2.6619655001E+00          2.6619655001E+00          2.6619655001E+00          2.6619655001E+00          2.6619655001E+00          0.0000000000E+00          
