DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   species                   solenoid_valves           CO2_dry                   CH4_dry                   CH4_dry                   CH4_dry                   N2O_dry                   NH3                       H2O                       H2O                       H2O                       H2O                       H2O                       H2O                       ChemDetect                
2015-06-12                01:48:29.134              162.07533721              3889.808093               163.07533721              1434088109.135            4                         963                       1.3998075401E+02          4.4999687195E+01          6.0833837772E+01          4.7000000000E+01          0.0000000000E+00          4.7391734998E+02          1.8390129025E+00          1.8390129025E+00          1.8390129025E+00          3.0923117483E-01          1.7960169772E+01          2.6424561265E+00          2.6424561265E+00          2.6424561265E+00          2.6424561265E+00          2.6424561265E+00          2.6424561265E+00          0.0000000000E+00          
2015-06-12                01:48:29.920              162.07534630              3889.808311               163.07534630              1434088109.920            4                         963                       1.3998075401E+02          4.4999687195E+01          6.0833837772E+01          4.7000000000E+01          0.0000000000E+00          4.7458178966E+02          1.8387385513E+00          1.8387385513E+00          1.8387385513E+00          3.0923879895E-01          1.7860238012E+01          2.6420027826E+00          2.6420027826E+00          2.6420027826E+00          2.6420027826E+00          2.6420027826E+00          2.6420027826E+00          0.0000000000E+00          
2015-06-12                01:48:30.539              162.07535346              3889.808483               163.07535346              1434088110.539            4                         963                       1.3999461339E+02          4.4999687195E+01          6.0875000000E+01          2.0000000000E+00          0.0000000000E+00          4.7510571338E+02          1.8385222389E+00          1.8385222389E+00          1.8385222389E+00          3.0810697416E-01          1.7781424554E+01          2.6416453125E+00          2.6416453125E+00          2.6416453125E+00          2.6416453125E+00          2.6416453125E+00          2.6416453125E+00          0.0000000000E+00          
2015-06-12                01:48:31.302              162.07536229              3889.808695               163.07536229              1434088111.302            4                         963                       1.4001902771E+02          4.4999687195E+01          6.0875000000E+01          4.6000000000E+01          0.0000000000E+00          4.7576411317E+02          1.8382909755E+00          1.8382909755E+00          1.8382909755E+00          3.0672040906E-01          1.7758757229E+01          2.6426737998E+00          2.6426737998E+00          2.6426737998E+00          2.6426737998E+00          2.6426737998E+00          2.6426737998E+00          0.0000000000E+00          
2015-06-12                01:48:32.471              162.07537583              3889.809020               163.07537583              1434088112.472            4                         963                       1.4001953184E+02          4.4999687195E+01          6.0850635593E+01          4.7000000000E+01          0.0000000000E+00          4.7659774499E+02          1.8379366118E+00          1.8379366118E+00          1.8379366118E+00          3.0459263200E-01          1.7723993991E+01          2.6442558980E+00          2.6442558980E+00          2.6442558980E+00          2.6442558980E+00          2.6442558980E+00          2.6442558980E+00          0.0000000000E+00          
2015-06-12                01:48:33.256              162.07538491              3889.809238               163.07538491              1434088113.256            4                         963                       1.4001953184E+02          4.4999687195E+01          6.0850635593E+01          4.7000000000E+01          0.0000000000E+00          4.7715638011E+02          1.8376991252E+00          1.8376991252E+00          1.8376991252E+00          3.0460800428E-01          1.7700717083E+01          2.6453161070E+00          2.6453161070E+00          2.6453161070E+00          2.6453161070E+00          2.6453161070E+00          2.6453161070E+00          0.0000000000E+00          
2015-06-12                01:48:33.582              162.07538868              3889.809328               163.07538868              1434088113.582            4                         963                       1.3999685203E+02          4.4999687195E+01          6.0828289474E+01          2.5000000000E+01          0.0000000000E+00          4.7738867732E+02          1.8376003635E+00          1.8376003635E+00          1.8376003635E+00          3.0512349290E-01          1.7691044322E+01          2.6457569753E+00          2.6457569753E+00          2.6457569753E+00          2.6457569753E+00          2.6457569753E+00          2.6457569753E+00          0.0000000000E+00          
2015-06-12                01:48:34.723              162.07540189              3889.809645               163.07540189              1434088114.723            4                         963                       1.3997658164E+02          4.4999687195E+01          6.0875000000E+01          4.7000000000E+01          0.0000000000E+00          4.7820175079E+02          1.8373236412E+00          1.8373236412E+00          1.8373236412E+00          3.0692777229E-01          1.7657189726E+01          2.6473000892E+00          2.6473000892E+00          2.6473000892E+00          2.6473000892E+00          2.6473000892E+00          2.6473000892E+00          0.0000000000E+00          
2015-06-12                01:48:35.496              162.07541083              3889.809860               163.07541083              1434088115.496            4                         963                       1.3997658164E+02          4.4999687195E+01          6.0875000000E+01          4.7000000000E+01          0.0000000000E+00          4.7875261195E+02          1.8371361857E+00          1.8371361857E+00          1.8371361857E+00          3.0694297867E-01          1.7634239453E+01          2.6483455782E+00          2.6483455782E+00          2.6483455782E+00          2.6483455782E+00          2.6483455782E+00          2.6483455782E+00          0.0000000000E+00          
2015-06-12                01:48:36.115              162.07541801              3889.810032               163.07541801              1434088116.116            4                         963                       1.4000434327E+02          4.4999687195E+01          6.0875000000E+01          2.0000000000E+00          0.0000000000E+00          4.7919446029E+02          1.8369858001E+00          1.8369858001E+00          1.8369858001E+00          3.0862294984E-01          1.7615851901E+01          2.6491841716E+00          2.6491841716E+00          2.6491841716E+00          2.6491841716E+00          2.6491841716E+00          2.6491841716E+00          0.0000000000E+00          
