DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   species                   solenoid_valves           CO2_dry                   CH4_dry                   CH4_dry                   CH4_dry                   N2O_dry                   NH3                       H2O                       H2O                       H2O                       H2O                       H2O                       H2O                       ChemDetect                
2015-08-14                09:36:38.940              225.40045071              5409.610817               226.40045071              1439559398.941            0                         963                       1.4001617515E+02          4.5001304626E+01          5.5187500000E+01          2.0000000000E+00          0.0000000000E+00          5.1103037893E+02          1.9114749217E+00          1.9114749217E+00          1.9114749217E+00          3.2942432516E-01          4.7308755032E+00          2.8268914250E+00          2.8268914250E+00          2.8268914250E+00          2.8268914250E+00          2.8268914250E+00          2.8268914250E+00          0.0000000000E+00          
2015-08-14                09:36:39.723              225.40045976              5409.611034               226.40045976              1439559399.723            0                         963                       1.3995719910E+02          4.5001304626E+01          5.5187500000E+01          4.6000000000E+01          0.0000000000E+00          5.1117906504E+02          1.9116161433E+00          1.9116161433E+00          1.9116161433E+00          3.2651719741E-01          4.7886797617E+00          2.8274749304E+00          2.8274749304E+00          2.8274749304E+00          2.8274749304E+00          2.8274749304E+00          2.8274749304E+00          0.0000000000E+00          
2015-08-14                09:36:40.835              225.40047264              5409.611343               226.40047264              1439559400.836            0                         963                       1.4001860759E+02          4.5001426697E+01          5.5187500000E+01          4.7000000000E+01          0.0000000000E+00          5.1135308144E+02          1.9118172037E+00          1.9118172037E+00          1.9118172037E+00          3.2237913353E-01          4.8709500406E+00          2.8283064980E+00          2.8283064980E+00          2.8283064980E+00          2.8283064980E+00          2.8283064980E+00          2.8283064980E+00          0.0000000000E+00          
2015-08-14                09:36:41.628              225.40048181              5409.611563               226.40048181              1439559401.628            0                         963                       1.4001860759E+02          4.5001426697E+01          5.5187500000E+01          4.7000000000E+01          0.0000000000E+00          5.1147692003E+02          1.9119602260E+00          1.9119602260E+00          1.9119602260E+00          3.2238205704E-01          4.9295283079E+00          2.8288982527E+00          2.8288982527E+00          2.8288982527E+00          2.8288982527E+00          2.8288982527E+00          2.8288982527E+00          0.0000000000E+00          
2015-08-14                09:36:41.954              225.40048559              5409.611654               226.40048559              1439559401.955            0                         963                       1.4003296959E+02          4.5001426697E+01          5.5191447368E+01          2.5000000000E+01          0.0000000000E+00          5.1152805508E+02          1.9120192472E+00          1.9120192472E+00          1.9120192472E+00          3.2406338208E-01          4.9537342866E+00          2.8291425801E+00          2.8291425801E+00          2.8291425801E+00          2.8291425801E+00          2.8291425801E+00          2.8291425801E+00          0.0000000000E+00          
2015-08-14                09:36:43.088              225.40049870              5409.611969               226.40049870              1439559403.088            0                         963                       1.3999562871E+02          4.5001426697E+01          5.5202935835E+01          4.7000000000E+01          0.0000000000E+00          5.1170522811E+02          1.9121245333E+00          1.9121245333E+00          1.9121245333E+00          3.2988900002E-01          5.0376038358E+00          2.8299891555E+00          2.8299891555E+00          2.8299891555E+00          2.8299891555E+00          2.8299891555E+00          2.8299891555E+00          0.0000000000E+00          
2015-08-14                09:36:43.854              225.40050757              5409.612182               226.40050757              1439559403.854            0                         963                       1.3999562871E+02          4.5001426697E+01          5.5202935835E+01          4.7000000000E+01          0.0000000000E+00          5.1182500558E+02          1.9121957884E+00          1.9121957884E+00          1.9121957884E+00          3.2989190009E-01          5.0942590146E+00          2.8305615299E+00          2.8305615299E+00          2.8305615299E+00          2.8305615299E+00          2.8305615299E+00          2.8305615299E+00          0.0000000000E+00          
2015-08-14                09:36:44.497              225.40051502              5409.612361               226.40051502              1439559404.498            0                         963                       1.3999518037E+02          4.5001389386E+01          5.5198416096E+01          2.0000000000E+00          0.0000000000E+00          5.1192570488E+02          1.9122557223E+00          1.9122557223E+00          1.9122557223E+00          3.2843983886E-01          5.1418732495E+00          2.8310427556E+00          2.8310427556E+00          2.8310427556E+00          2.8310427556E+00          2.8310427556E+00          2.8310427556E+00          0.0000000000E+00          
2015-08-14                09:36:45.270              225.40052397              5409.612575               226.40052397              1439559405.271            0                         963                       1.3999154536E+02          4.5001213074E+01          5.5250000000E+01          4.6000000000E+01          0.0000000000E+00          5.1204228565E+02          1.9123160493E+00          1.9123160493E+00          1.9123160493E+00          3.2669642181E-01          5.1360326702E+00          2.8311580198E+00          2.8311580198E+00          2.8311580198E+00          2.8311580198E+00          2.8311580198E+00          2.8311580198E+00          0.0000000000E+00          
2015-08-14                09:36:46.401              225.40053705              5409.612889               226.40053705              1439559406.401            0                         963                       1.4000587530E+02          4.5001213074E+01          5.5220490315E+01          4.7000000000E+01          0.0000000000E+00          5.1236580542E+02          1.9124039978E+00          1.9124039978E+00          1.9124039978E+00          3.2414911149E-01          5.1274987633E+00          2.8313222376E+00          2.8313222376E+00          2.8313222376E+00          2.8313222376E+00          2.8313222376E+00          2.8313222376E+00          0.0000000000E+00          
