DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               Amb_P                     CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2015-06-24                09:37:49.757              174.40127035              4185.630488               175.40127035              1435153069.758            4                         963                       0.0000000000E+00          1.3999564977E+02          4.5001542930E+01          5.7000000000E+01          4.5106129256E+01          4.4996592579E+01          4.7000000000E+01          0.0000000000E+00          5.9457190006E+04          0.0000000000E+00          3.0157804132E-01          3.0617856453E-01          3.0596244366E-01          3.0216785695E-01          3.1579671518E-01          3.2053100373E-01          3.2026149714E-01          3.1719789385E-01          3.8831432658E+02          4.0638242336E+02          1.7862834199E+00          1.8469317121E+00          2.5882948188E+00          4.7678657669E+00          0.0000000000E+00          6.4242555922E-01          5.2602984290E+01          3.0978963343E+00          1.4641820122E+02          3.9105316818E+02          4.6461649759E+00          
2015-06-24                09:37:50.538              174.40127938              4185.630705               175.40127938              1435153070.538            4                         963                       0.0000000000E+00          1.3999564977E+02          4.5001542930E+01          5.7000000000E+01          4.5106129256E+01          4.4996592579E+01          4.7000000000E+01          0.0000000000E+00          5.9457190006E+04          0.0000000000E+00          3.0157763618E-01          3.0597757828E-01          3.0579600103E-01          3.0217430845E-01          3.1579614198E-01          3.2032676808E-01          3.2008740692E-01          3.1720240825E-01          3.8840016692E+02          4.0647207125E+02          1.7861927730E+00          1.8468373561E+00          2.5882686846E+00          4.7873063659E+00          0.0000000000E+00          6.4242555922E-01          5.2602984290E+01          3.0978963343E+00          1.4641820122E+02          3.9105316818E+02          4.6461649759E+00          
2015-06-24                09:37:51.171              174.40128671              4185.630881               175.40128671              1435153071.172            4                         963                       0.0000000000E+00          1.4000863627E+02          4.5001579285E+01          5.7000000000E+01          4.5106101990E+01          4.4996574402E+01          2.0000000000E+00          0.0000000000E+00          5.9457367669E+04          0.0000000000E+00          2.9879313424E-01          3.0577710169E-01          3.0564990536E-01          3.0216977185E-01          3.1287994610E-01          3.2012308676E-01          3.1993469787E-01          3.1719537654E-01          3.8846993324E+02          4.0654493206E+02          1.7861191444E+00          1.8467607146E+00          2.5882474432E+00          4.8030727793E+00          0.0000000000E+00          6.4242555922E-01          5.2602984290E+01          3.0978963343E+00          1.4640938133E+02          3.9105316818E+02          4.7867188866E+00          
2015-06-24                09:37:51.940              174.40129560              4185.631094               175.40129560              1435153071.940            4                         963                       0.0000000000E+00          1.4002247620E+02          4.5001579285E+01          5.7000000000E+01          4.5106101990E+01          4.4996574402E+01          4.6000000000E+01          0.0000000000E+00          5.9469382812E+04          0.0000000000E+00          2.9542533166E-01          3.0575367488E-01          3.0554232218E-01          3.0215103762E-01          3.0935834821E-01          3.2010503499E-01          3.1982249625E-01          3.1717343453E-01          3.8855443790E+02          4.0664037158E+02          1.7860299452E+00          1.8466915984E+00          2.5892041482E+00          4.7850624946E+00          0.0000000000E+00          6.4242555922E-01          5.2687055209E+01          3.0978963343E+00          1.4640938133E+02          3.9105316818E+02          4.7867188866E+00          
2015-06-24                09:37:53.058              174.40130854              4185.631405               175.40130854              1435153073.058            4                         963                       0.0000000000E+00          1.3999615586E+02          4.5001579285E+01          5.7000000000E+01          4.5106101990E+01          4.4996574402E+01          4.7000000000E+01          0.0000000000E+00          5.9456342889E+04          0.0000000000E+00          2.9052338859E-01          3.0560136412E-01          3.0539435113E-01          3.0211866574E-01          3.0423232259E-01          3.1995240155E-01          3.1966702130E-01          3.1713688007E-01          3.8875463754E+02          4.0686007824E+02          1.7859000276E+00          1.8465908585E+00          2.5905946904E+00          4.7588465531E+00          0.0000000000E+00          6.1902567919E-01          5.2687055209E+01          3.0357465595E+00          1.4640938133E+02          3.9105316818E+02          4.7867188866E+00          
2015-06-24                09:37:53.838              174.40131757              4185.631622               175.40131757              1435153073.838            4                         963                       0.0000000000E+00          1.3999615586E+02          4.5001579285E+01          5.7000000000E+01          4.5106101990E+01          4.4996574402E+01          4.7000000000E+01          0.0000000000E+00          5.9456342889E+04          0.0000000000E+00          2.9052875167E-01          3.0539985070E-01          3.0519875113E-01          3.0208792326E-01          3.0424326471E-01          3.1974857434E-01          3.1946407714E-01          3.1710267950E-01          3.8889431968E+02          4.0701337722E+02          1.7858093244E+00          1.8465205089E+00          2.5915648913E+00          4.7405997957E+00          0.0000000000E+00          6.1902567919E-01          5.2687055209E+01          3.0357465595E+00          1.4640938133E+02          3.9105316818E+02          4.7867188866E+00          
2015-06-24                09:37:54.171              174.40132142              4185.631714               175.40132142              1435153074.171            4                         963                       0.0000000000E+00          1.4000082157E+02          4.5001579285E+01          5.7000000000E+01          4.5106101990E+01          4.4996574402E+01          2.5000000000E+01          0.0000000000E+00          5.9450356086E+04          0.0000000000E+00          2.9417323369E-01          3.0523323040E-01          3.0507711267E-01          3.0206754741E-01          3.0806248649E-01          3.1958088324E-01          3.1933757969E-01          3.1707898269E-01          3.8895396168E+02          4.0707883469E+02          1.7857705342E+00          1.8464904056E+00          2.5919791054E+00          4.7328560181E+00          0.0000000000E+00          6.1902567919E-01          5.2687055209E+01          3.0357465595E+00          1.4640938133E+02          3.9091150606E+02          4.7867188866E+00          
2015-06-24                09:37:55.319              174.40133471              4185.632033               175.40133471              1435153075.319            4                         963                       0.0000000000E+00          1.4000416979E+02          4.5001557560E+01          5.7000000000E+01          4.5105949919E+01          4.4996422331E+01          4.7000000000E+01          0.0000000000E+00          5.9454298067E+04          0.0000000000E+00          3.0673737097E-01          3.0530761937E-01          3.0512078599E-01          3.0208048172E-01          3.2122946773E-01          3.1966512168E-01          3.1938440344E-01          3.1709016627E-01          3.8915954872E+02          4.0730447701E+02          1.7851239496E+00          1.8458563196E+00          2.5934071511E+00          4.7061592399E+00          0.0000000000E+00          6.5278804667E-01          5.2687055209E+01          3.1043924783E+00          1.4640938133E+02          3.9091150606E+02          4.7867188866E+00          
2015-06-24                09:37:56.095              174.40134369              4185.632249               175.40134369              1435153076.095            4                         963                       0.0000000000E+00          1.4000416979E+02          4.5001557560E+01          5.7000000000E+01          4.5105949919E+01          4.4996422331E+01          4.7000000000E+01          0.0000000000E+00          5.9454298067E+04          0.0000000000E+00          3.0674269191E-01          3.0538184771E-01          3.0513839163E-01          3.0209162769E-01          3.2124063630E-01          3.1974880391E-01          3.1940406899E-01          3.1709946378E-01          3.8929849721E+02          4.0745698813E+02          1.7846870415E+00          1.8454278532E+00          2.5943725100E+00          4.6880057094E+00          0.0000000000E+00          6.5278804667E-01          5.2687055209E+01          3.1043924783E+00          1.4640938133E+02          3.9091150606E+02          4.7867188866E+00          
2015-06-24                09:37:56.733              174.40135108              4185.632426               175.40135108              1435153076.733            4                         963                       0.0000000000E+00          1.3999606668E+02          4.5001548767E+01          5.7000000000E+01          4.5105888367E+01          4.4996360779E+01          2.0000000000E+00          0.0000000000E+00          5.9449017658E+04          0.0000000000E+00          3.0697814994E-01          3.0541640205E-01          3.0512781641E-01          3.0210124416E-01          3.2149185190E-01          3.1979086498E-01          3.1939474041E-01          3.1710715520E-01          3.8941273632E+02          4.0758238221E+02          1.7843278267E+00          1.8450755715E+00          2.5951662284E+00          4.6730834431E+00          0.0000000000E+00          6.5278804667E-01          5.2687055209E+01          3.1043924783E+00          1.4677375241E+02          3.9091150606E+02          4.6566013223E+00          
