DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               Amb_P                     CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2015-07-09                14:38:51.473              189.61031799              4550.647632               190.61031799              1436467131.474            4                         963                       0.0000000000E+00          1.4000090520E+02          4.4998008728E+01          5.8187500000E+01          4.5113151550E+01          4.5002372742E+01          4.6000000000E+01          0.0000000000E+00          5.5903249349E+04          0.0000000000E+00          2.9864777721E-01          2.9953585459E-01          2.9785456905E-01          2.8931025814E-01          3.1491598379E-01          3.1592638813E-01          3.1413144272E-01          3.0493300792E-01          3.9629208316E+02          4.1762882945E+02          1.7671298156E+00          1.8363867969E+00          2.9738585284E+00          1.0425803309E+01          0.0000000000E+00          6.4026288809E-01          5.3737673930E+01          3.4731392280E+00          1.6645195436E+02          3.8677933205E+02          1.0459244493E+01          
2015-07-09                14:38:52.605              189.61033109              4550.647946               190.61033109              1436467132.606            4                         963                       0.0000000000E+00          1.4001171166E+02          4.4998008728E+01          5.8187500000E+01          4.5113151550E+01          4.5002372742E+01          4.7000000000E+01          0.0000000000E+00          5.5914051226E+04          0.0000000000E+00          2.9969709896E-01          2.9942266865E-01          2.9813431350E-01          2.8926891637E-01          3.1602681863E-01          3.1580540821E-01          3.1442791969E-01          3.0489321050E-01          3.9588148342E+02          4.1720167353E+02          1.7672126896E+00          1.8364907159E+00          2.9745961064E+00          1.0354080539E+01          0.0000000000E+00          6.4514912535E-01          5.3737673930E+01          3.4817551032E+00          1.6645195436E+02          3.8677933205E+02          1.0459244493E+01          
2015-07-09                14:38:53.388              189.61034015              4550.648164               190.61034015              1436467133.389            4                         963                       0.0000000000E+00          1.4001171166E+02          4.4998008728E+01          5.8187500000E+01          4.5113151550E+01          4.5002372742E+01          4.7000000000E+01          0.0000000000E+00          5.5914051226E+04          0.0000000000E+00          2.9969918215E-01          2.9935633242E-01          2.9815490388E-01          2.8929658285E-01          3.1603193797E-01          3.1573369247E-01          3.1444902519E-01          3.0492275620E-01          3.9559747149E+02          4.1690620310E+02          1.7672700266E+00          1.8365626116E+00          2.9751063015E+00          1.0304461001E+01          0.0000000000E+00          6.4514912535E-01          5.3737673930E+01          3.4817551032E+00          1.6645195436E+02          3.8677933205E+02          1.0459244493E+01          
2015-07-09                14:38:53.707              189.61034383              4550.648252               190.61034383              1436467133.707            4                         963                       0.0000000000E+00          1.4003214593E+02          4.4998008728E+01          5.8187500000E+01          4.5113151550E+01          4.5002372742E+01          2.5000000000E+01          0.0000000000E+00          5.5947904441E+04          0.0000000000E+00          2.9735798013E-01          2.9928373525E-01          2.9825864489E-01          2.8929678093E-01          3.1356403824E-01          3.1565550003E-01          3.1455873421E-01          3.0492500284E-01          3.9548212020E+02          4.1678619634E+02          1.7672933559E+00          1.8365918557E+00          2.9753135115E+00          1.0284279306E+01          0.0000000000E+00          6.4514912535E-01          5.3737673930E+01          3.4817551032E+00          1.6645195436E+02          3.8686856521E+02          1.0459244493E+01          
2015-07-09                14:38:54.838              189.61035692              4550.648566               190.61035692              1436467134.838            4                         963                       0.0000000000E+00          1.3999906807E+02          4.4998096291E+01          5.8187500000E+01          4.5113116525E+01          4.5002250154E+01          4.7000000000E+01          0.0000000000E+00          5.5936480232E+04          0.0000000000E+00          2.8903124949E-01          2.9907193910E-01          2.9837405479E-01          2.8927488366E-01          3.0478654349E-01          3.1543074366E-01          3.1468144359E-01          3.0490394631E-01          3.9507185749E+02          4.1635936859E+02          1.7672988397E+00          1.8366153386E+00          2.9760504919E+00          1.0212500939E+01          0.0000000000E+00          6.2325346462E-01          5.3737673930E+01          3.4523901165E+00          1.6645195436E+02          3.8686856521E+02          1.0459244493E+01          
2015-07-09                14:38:55.598              189.61036573              4550.648777               190.61036573              1436467135.599            4                         963                       0.0000000000E+00          1.3999906807E+02          4.4998096291E+01          5.8187500000E+01          4.5113116525E+01          4.5002250154E+01          4.7000000000E+01          0.0000000000E+00          5.5936480232E+04          0.0000000000E+00          2.8903327357E-01          2.9886046909E-01          2.9837672869E-01          2.8925355369E-01          3.0479141743E-01          3.1520648406E-01          3.1468451151E-01          3.0488348409E-01          3.9479582285E+02          4.1607218244E+02          1.7673024264E+00          1.8366310326E+00          2.9765463860E+00          1.0164275512E+01          0.0000000000E+00          6.2325346462E-01          5.3737673930E+01          3.4523901165E+00          1.6645195436E+02          3.8686856521E+02          1.0459244493E+01          
2015-07-09                14:38:56.236              189.61037311              4550.648955               190.61037311              1436467136.237            4                         963                       0.0000000000E+00          1.3999996222E+02          4.4998161316E+01          5.8187500000E+01          4.5113090515E+01          4.5002159119E+01          2.0000000000E+00          0.0000000000E+00          5.5939338359E+04          0.0000000000E+00          2.9311870835E-01          2.9874689293E-01          2.9830754421E-01          2.8924373328E-01          3.0910243851E-01          3.1508556135E-01          3.1461106318E-01          3.0487516046E-01          3.9456441304E+02          4.1583142012E+02          1.7673053584E+00          1.8366441123E+00          2.9769621367E+00          1.0123896517E+01          0.0000000000E+00          6.2325346462E-01          5.3737673930E+01          3.4523901165E+00          1.6663486496E+02          3.8686856521E+02          1.0107463805E+01          
2015-07-09                14:38:56.993              189.61038186              4550.649165               190.61038186              1436467136.993            4                         963                       0.0000000000E+00          1.3999965032E+02          4.4998161316E+01          5.8143229167E+01          4.5113090515E+01          4.5002159119E+01          4.6000000000E+01          0.0000000000E+00          5.5943237142E+04          0.0000000000E+00          2.9795567737E-01          2.9872662185E-01          2.9843730736E-01          2.8924773140E-01          3.1421004351E-01          3.1506332287E-01          3.1474825019E-01          3.0488141832E-01          3.9429022279E+02          4.1555072586E+02          1.7673088561E+00          1.8366743206E+00          2.9780632942E+00          1.0176057859E+01          0.0000000000E+00          6.2325346462E-01          5.3465860911E+01          3.4523901165E+00          1.6663486496E+02          3.8686856521E+02          1.0107463805E+01          
2015-07-09                14:38:58.096              189.61039464              4550.649471               190.61039464              1436467138.097            4                         963                       0.0000000000E+00          1.4000768651E+02          4.4998161316E+01          5.8125000000E+01          4.5113090515E+01          4.5002159119E+01          4.7000000000E+01          0.0000000000E+00          5.5963235236E+04          0.0000000000E+00          3.0502337028E-01          2.9889261730E-01          2.9877257826E-01          2.8924223613E-01          3.2167346342E-01          3.1523786135E-01          3.1510300614E-01          3.0487936904E-01          3.9437578603E+02          4.1565291154E+02          1.7673135373E+00          1.8367176478E+00          2.9796570551E+00          1.0252243548E+01          0.0000000000E+00          6.5687995247E-01          5.3465860911E+01          3.5338447380E+00          1.6663486496E+02          3.8686856521E+02          1.0107463805E+01          
2015-07-09                14:38:58.869              189.61040359              4550.649686               190.61040359              1436467138.870            4                         963                       0.0000000000E+00          1.4000768651E+02          4.4998161316E+01          5.8125000000E+01          4.5113090515E+01          4.5002159119E+01          4.7000000000E+01          0.0000000000E+00          5.5963235236E+04          0.0000000000E+00          3.0502418273E-01          2.9904830224E-01          2.9885483621E-01          2.8928409806E-01          3.2168082759E-01          3.1540176114E-01          3.1518955642E-01          3.0492393524E-01          3.9443568429E+02          4.1572445197E+02          1.7673169060E+00          1.8367480820E+00          2.9807730497E+00          1.0305524592E+01          0.0000000000E+00          6.5687995247E-01          5.3465860911E+01          3.5338447380E+00          1.6663486496E+02          3.8686856521E+02          1.0107463805E+01          
