DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   species                   solenoid_valves           CO2_dry                   CH4_dry                   CH4_dry                   CH4_dry                   N2O_dry                   NH3                       H2O                       H2O                       H2O                       H2O                       H2O                       H2O                       ChemDetect                
2015-07-13                06:58:17.108              193.29047579              4638.971419               194.29047579              1436785097.108            4                         963                       1.3997106291E+02          4.5000389099E+01          5.6062500000E+01          4.7000000000E+01          0.0000000000E+00          4.4044718742E+02          1.8338761389E+00          1.8338761389E+00          1.8338761389E+00          3.1301740235E-01          1.4709066003E+01          2.6272745091E+00          2.6272745091E+00          2.6272745091E+00          2.6272745091E+00          2.6272745091E+00          2.6272745091E+00          0.0000000000E+00          
2015-07-13                06:58:17.755              193.29048328              4638.971599               194.29048328              1436785097.755            4                         963                       1.4000419063E+02          4.5000389099E+01          5.6062500000E+01          2.0000000000E+00          0.0000000000E+00          4.4070876572E+02          1.8338330820E+00          1.8338330820E+00          1.8338330820E+00          3.1435271956E-01          1.4689136890E+01          2.6273508200E+00          2.6273508200E+00          2.6273508200E+00          2.6273508200E+00          2.6273508200E+00          2.6273508200E+00          0.0000000000E+00          
2015-07-13                06:58:18.526              193.29049221              4638.971813               194.29049221              1436785098.527            4                         963                       1.4002256330E+02          4.5000389099E+01          5.6062500000E+01          4.6000000000E+01          0.0000000000E+00          4.4100697629E+02          1.8337396910E+00          1.8337396910E+00          1.8337396910E+00          3.1593251342E-01          1.4627585584E+01          2.6256915046E+00          2.6256915046E+00          2.6256915046E+00          2.6256915046E+00          2.6256915046E+00          2.6256915046E+00          0.0000000000E+00          
2015-07-13                06:58:19.644              193.29050515              4638.972124               194.29050515              1436785099.645            4                         963                       1.3999519404E+02          4.5000280625E+01          5.6006961259E+01          4.7000000000E+01          0.0000000000E+00          4.4153147594E+02          1.8336043141E+00          1.8336043141E+00          1.8336043141E+00          3.1822096181E-01          1.4538450283E+01          2.6232861710E+00          2.6232861710E+00          2.6232861710E+00          2.6232861710E+00          2.6232861710E+00          2.6232861710E+00          0.0000000000E+00          
2015-07-13                06:58:20.413              193.29051404              4638.972337               194.29051404              1436785100.413            4                         963                       1.3999519404E+02          4.5000280625E+01          5.6006961259E+01          4.7000000000E+01          0.0000000000E+00          4.4189174755E+02          1.8335113555E+00          1.8335113555E+00          1.8335113555E+00          3.1821286543E-01          1.4477200474E+01          2.6216340137E+00          2.6216340137E+00          2.6216340137E+00          2.6216340137E+00          2.6216340137E+00          2.6216340137E+00          0.0000000000E+00          
2015-07-13                06:58:20.730              193.29051771              4638.972425               194.29051771              1436785100.730            4                         963                       1.4001737880E+02          4.5000267029E+01          5.6000000000E+01          2.5000000000E+01          0.0000000000E+00          4.4204044818E+02          1.8334729823E+00          1.8334729823E+00          1.8334729823E+00          3.1851749734E-01          1.4451922704E+01          2.6209521075E+00          2.6209521075E+00          2.6209521075E+00          2.6209521075E+00          2.6209521075E+00          2.6209521075E+00          0.0000000000E+00          
2015-07-13                06:58:21.871              193.29053093              4638.972742               194.29053093              1436785101.872            4                         963                       1.3998708098E+02          4.5000267029E+01          5.6025121065E+01          4.7000000000E+01          0.0000000000E+00          4.4257610661E+02          1.8331307174E+00          1.8331307174E+00          1.8331307174E+00          3.1961486624E-01          1.4360858743E+01          2.6184957133E+00          2.6184957133E+00          2.6184957133E+00          2.6184957133E+00          2.6184957133E+00          2.6184957133E+00          0.0000000000E+00          
2015-07-13                06:58:22.638              193.29053979              4638.972955               194.29053979              1436785102.638            4                         963                       1.3998708098E+02          4.5000267029E+01          5.6025121065E+01          4.7000000000E+01          0.0000000000E+00          4.4293537419E+02          1.8329011717E+00          1.8329011717E+00          1.8329011717E+00          3.1960673761E-01          1.4299768307E+01          2.6168482454E+00          2.6168482454E+00          2.6168482454E+00          2.6168482454E+00          2.6168482454E+00          2.6168482454E+00          0.0000000000E+00          
2015-07-13                06:58:23.299              193.29054744              4638.973139               194.29054744              1436785103.299            4                         963                       1.3998830179E+02          4.5000267029E+01          5.6062500000E+01          2.0000000000E+00          0.0000000000E+00          4.4324537224E+02          1.8327031515E+00          1.8327031515E+00          1.8327031515E+00          3.1685199488E-01          1.4247018632E+01          2.6154267134E+00          2.6154267134E+00          2.6154267134E+00          2.6154267134E+00          2.6154267134E+00          2.6154267134E+00          0.0000000000E+00          
2015-07-13                06:58:24.082              193.29055652              4638.973356               194.29055652              1436785104.083            4                         963                       1.4001840210E+02          4.5000267029E+01          5.6062500000E+01          4.6000000000E+01          0.0000000000E+00          4.4363211516E+02          1.8325255625E+00          1.8325255625E+00          1.8325255625E+00          3.1360185803E-01          1.4258847854E+01          2.6161282467E+00          2.6161282467E+00          2.6161282467E+00          2.6161282467E+00          2.6161282467E+00          2.6161282467E+00          0.0000000000E+00          
2015-07-13                06:58:25.213              193.29056959              4638.973670               194.29056959              1436785105.213            4                         963                       1.4001707643E+02          4.5000253950E+01          5.6062500000E+01          4.7000000000E+01          0.0000000000E+00          4.4426202499E+02          1.8322694828E+00          1.8322694828E+00          1.8322694828E+00          3.0891781780E-01          1.4275899559E+01          2.6171374147E+00          2.6171374147E+00          2.6171374147E+00          2.6171374147E+00          2.6171374147E+00          2.6171374147E+00          0.0000000000E+00          
2015-07-13                06:58:25.997              193.29057868              4638.973888               194.29057868              1436785105.998            4                         963                       1.4001707643E+02          4.5000253950E+01          5.6062500000E+01          4.7000000000E+01          0.0000000000E+00          4.4469963853E+02          1.8320915241E+00          1.8320915241E+00          1.8320915241E+00          3.0892708787E-01          1.4287784705E+01          2.6178385022E+00          2.6178385022E+00          2.6178385022E+00          2.6178385022E+00          2.6178385022E+00          2.6178385022E+00          0.0000000000E+00          
