"Date2","Sensor01","Sensor02","Sensor03","Sensor04","Sensor05","Sensor06","Sensor07","Sensor08","Sensor09","Sensor10","Sensor11","Sensor12","Sensor13","Sensor14","Sensor15","Sensor16","Sensor17","Sensor18","Sensor19","Sensor20","Sensor21","Sensor22","Sensor23","Sensor24","Sensor25","Sensor26","Sensor27","Sensor28","Sensor29","Sensor30","Sensor31","Sensor32","Sensor33","Sensor34","Sensor35"
"2015-07-19",0.148,0.109416666666667,0.161875,0.102583333333333,0.147958333333333,0.314708333333333,0.505958333333333,0.26,0.146458333333333,0.103166666666667,0.0979166666666667,0.323958333333333,0.150083333333333,0.435666666666667,0.176541666666667,0.271083333333333,0.170708333333333,0.281708333333333,0.317666666666667,0.269833333333333,NA,0.327541666666667,0.260583333333333,0.119125,0.176291666666667,0.0892083333333333,0.186041666666667,0.496041666666667,0.169833333333333,0.21175,0.297,0.2485,0.115708333333333,0.190791666666667,0.406041666666667
"2015-07-20",0.146666666666667,0.111083333333333,0.16125,0.104208333333333,0.158125,0.326833333333333,0.514045454545455,0.259958333333333,0.148458333333333,0.10375,0.09925,0.32175,0.16625,0.428583333333333,0.180208333333333,0.270291666666667,0.171375,0.279416666666667,0.318333333333333,0.274916666666667,NA,0.327,0.262916666666667,0.123125,0.175291666666667,0.0985833333333333,0.184458333333333,0.49875,0.1705,0.209458333333333,0.328458333333333,0.247875,0.13525,0.212916666666667,0.435875
"2015-07-21",0.148958333333333,0.114333333333333,0.163666666666667,0.107833333333333,0.1905,0.356833333333333,0.5175,0.260833333333333,0.15025,0.105666666666667,0.102083333333333,0.360375,0.180791666666667,0.433291666666667,0.185583333333333,0.273791666666667,0.1725,0.284583333333333,0.319583333333333,0.294125,NA,0.327833333333333,0.2655,0.124708333333333,0.177666666666667,0.110291666666667,0.188458333333333,0.505666666666667,0.174125,0.209,0.35975,0.247916666666667,0.152875,0.245083333333333,0.464916666666667
"2015-07-22",0.148416666666667,0.111958333333333,0.165375,0.107791666666667,0.187958333333333,0.357333333333333,0.519,0.260791666666667,0.149916666666667,0.108,0.10025,0.353166666666667,0.184125,0.431125,0.18125,0.273791666666667,0.172833333333333,0.282416666666667,0.319541666666667,0.284875,NA,0.327791666666667,0.266041666666667,0.124,0.17725,0.102291666666667,0.185833333333333,0.506791666666667,0.173375,0.208666666666667,0.387458333333333,0.248375,0.165083333333333,0.270958333333333,0.478041666666667
"2015-07-23",0.147041666666667,0.107333333333333,0.163333333333333,0.103375,0.165041666666667,0.324875,0.517526315789474,0.259541666666667,0.146,0.102125,0.0982083333333333,0.33925,0.158791666666667,0.423375,0.177333333333333,0.271166666666667,0.171333333333333,0.278458333333333,0.316625,0.273708333333333,0.521,0.326958333333333,0.261958333333333,0.118583333333333,0.174625,0.0938333333333333,0.18325,0.502791666666667,0.170791666666667,0.208583333333333,0.335375,0.247291666666667,0.127958333333333,0.212041666666667,0.440916666666667
"2015-07-24",0.145666666666667,0.105541666666667,0.161041666666667,0.0999583333333333,0.148958333333333,0.308875,0.507958333333333,0.258291666666667,0.143791666666667,0.0972916666666667,0.0963333333333333,0.321416666666667,0.144541666666667,0.408333333333333,0.173916666666667,0.267833333333333,0.169708333333333,0.274625,0.313666666666667,0.267166666666667,0.520166666666667,0.325708333333333,0.258583333333333,0.115916666666667,0.1725,0.089,0.179291666666667,0.499375,0.168458333333333,0.207375,0.300125,0.245375,0.113916666666667,0.194583333333333,0.416583333333333
"2015-07-25",0.143791666666667,0.103458333333333,0.158416666666667,0.097,0.136041666666667,0.298666666666667,0.491375,0.256291666666667,0.141208333333333,0.0934166666666667,0.0947916666666667,0.301875,0.134625,0.391375,0.1715,0.264666666666667,0.168666666666667,0.271083333333333,0.309791666666667,0.261916666666667,0.517166666666667,0.324416666666667,0.256166666666667,0.113375,0.169708333333333,0.085625,0.17525,0.496541666666667,0.166083333333333,0.205875,0.283333333333333,0.243416666666667,0.104583333333333,0.185958333333333,0.395291666666667
"2015-07-26",0.142041666666667,0.102666666666667,0.155916666666667,0.0957083333333333,0.131,0.292708333333333,0.486625,0.25575,0.14125,0.0911666666666667,0.094125,0.288666666666667,0.134083333333333,0.37225,0.173666666666667,0.262708333333333,0.167375,0.268291666666667,0.307625,0.261333333333333,0.518545454545455,0.323,0.256333333333333,0.112791666666667,0.167375,0.0841666666666667,0.17225,0.49725,0.1665,0.204,0.279458333333333,0.241875,0.106791666666667,0.18225,0.392041666666667
"2015-07-27",0.140666666666667,0.0995,0.154166666666667,0.0927916666666667,0.123041666666667,0.2855,0.468916666666667,0.253958333333333,0.137666666666667,0.0887083333333333,0.093375,0.272708333333333,0.12625,0.353416666666667,0.16925,0.260375,0.16575,0.265875,0.3045,0.2555,0.516708333333333,0.321958333333333,0.253208333333333,0.111208333333333,0.165,0.082125,0.168458333333333,0.49525,0.164041666666667,0.202541666666667,0.272041666666667,0.2395,0.0975833333333333,0.178416666666667,0.373583333333333
"2015-07-28",0.138791666666667,0.0974166666666667,0.15175,0.0906666666666667,0.114208333333333,0.278791666666667,0.44625,0.252291666666667,0.135375,0.0850416666666667,0.0919166666666667,0.25325,0.119583333333333,0.334166666666667,0.167291666666667,0.257416666666667,0.164291666666667,0.263458333333333,0.301041666666667,0.251125,0.515583333333333,0.320625,0.250291666666667,0.109291666666667,0.162208333333333,0.0800833333333333,0.164958333333333,0.4905,0.162291666666667,0.200875,0.265375,0.237333333333333,0.0915,0.174666666666667,0.358041666666667
"2015-07-29",0.137180505415162,0.0956823104693141,0.149404332129964,0.0884043321299639,0.107231046931408,0.272610108303249,0.423830324909747,0.250729241877256,0.133285198555957,0.0822851985559567,0.0912454873646209,0.233945848375451,0.114418772563177,0.318429602888087,0.165602888086643,0.254162454873646,0.162642599277978,0.261321299638989,0.297916967509025,0.247451263537906,0.51528880866426,0.319285198555957,0.247407942238267,0.1074440433213,0.159447653429603,0.077971119133574,0.161310469314079,0.485509025270758,0.160483754512635,0.198498194945848,0.259072202166065,0.235245487364621,0.0874801444043321,0.171086642599278,0.340332129963899
"2015-07-30",0.137450549450549,0.096996336996337,0.147461538461538,0.0876849816849817,0.106813186813187,0.274952380952381,0.417556776556777,0.249555555555556,0.133168498168498,0.0814029304029304,0.0903626373626374,0.227967032967033,0.118827838827839,0.304626373626374,0.169593406593407,0.254014652014652,0.161798534798535,0.261571428571429,0.296040293040293,0.245593406593407,0.515275109170306,0.317959706959707,0.247820512820513,0.107772893772894,0.158663003663004,0.0812307692307692,0.160443223443223,0.484296703296703,0.159684981684982,0.196655677655678,0.26967032967033,0.233388278388278,0.0909194139194139,0.169967032967033,0.334043956043956
"2015-07-31",0.140666666666667,0.105166666666667,0.148916666666667,0.094,0.161958333333333,0.320166666666667,0.488791666666667,NA,0.142541666666667,0.0865416666666667,0.0927916666666667,0.267416666666667,0.152625,0.306458333333333,0.191416666666667,0.262708333333333,0.165291666666667,0.2725,0.299166666666667,0.249958333333333,NA,0.318583333333333,0.25925,0.1155,0.16425,0.106791666666667,0.169833333333333,0.502541666666667,0.166083333333333,0.194583333333333,0.356291666666667,0.234791666666667,0.135041666666667,0.182958333333333,0.363625
"2015-08-01",0.138208333333333,0.100666666666667,0.148416666666667,0.0924583333333333,0.147958333333333,0.306708333333333,0.468833333333333,NA,0.139,0.0851666666666667,0.09275,0.259666666666667,0.13425,0.302833333333333,0.177916666666667,0.260208333333333,0.164666666666667,0.268625,0.297958333333333,0.248291666666667,0.5205,0.319,0.255958333333333,0.112416666666667,0.162708333333333,0.0962083333333333,0.167791666666667,0.498916666666667,0.164958333333333,0.195333333333333,0.328125,0.234666666666667,0.117791666666667,0.1815,0.35
"2015-08-02",0.13825,0.104625,0.149541666666667,0.0982916666666667,0.15175,0.310666666666667,0.4725,NA,0.141958333333333,0.0849583333333333,0.092,0.267208333333333,0.146708333333333,0.299833333333333,0.180291666666667,0.257833333333333,0.165,0.266666666666667,0.298541666666667,0.248708333333333,0.52,0.319125,0.256875,0.112625,0.162291666666667,0.102208333333333,0.166458333333333,0.504833333333333,0.166166666666667,0.195291666666667,0.315458333333333,0.235291666666667,0.123583333333333,0.179875,0.343291666666667
"2015-08-03",0.148541666666667,0.123375,0.151541666666667,0.103625,0.222916666666667,0.347875,0.486826086956522,NA,0.147875,0.0920833333333333,0.0929166666666667,0.321291666666667,0.181625,0.330833333333333,0.191541666666667,0.272291666666667,0.166458333333333,0.278875,0.30275,0.252041666666667,NA,0.319958333333333,0.259708333333333,0.121041666666667,0.171833333333333,0.114583333333333,0.183541666666667,0.512,0.184,0.198083333333333,0.37,0.236541666666667,0.154333333333333,0.208,0.421708333333333
"2015-08-04",0.140625,0.11,0.149625,0.0938333333333333,0.187583333333333,0.325916666666667,0.455958333333333,NA,0.142791666666667,0.088625,0.0914166666666667,0.288083333333333,0.14575,0.310083333333333,0.177083333333333,0.265291666666667,0.164791666666667,0.275291666666667,0.300541666666667,0.250666666666667,0.5192,0.32,0.255958333333333,0.114916666666667,0.166166666666667,0.100625,0.176,0.504583333333333,0.17325,0.195333333333333,0.341333333333333,0.235541666666667,0.120958333333333,0.194083333333333,0.385916666666667
"2015-08-05",0.139,0.103875,0.14875,0.0910416666666667,0.153708333333333,0.31175,0.428041666666667,NA,0.139791666666667,0.085125,0.090625,0.259875,0.131541666666667,0.296791666666667,0.172708333333333,0.2605,0.164416666666667,0.271166666666667,0.297875,0.249041666666667,0.518476190476191,0.319666666666667,0.253333333333333,0.111791666666667,0.164125,0.0930416666666667,0.171333333333333,0.500166666666667,0.16925,0.194708333333333,0.314,0.234541666666667,0.1095,0.185875,0.3645
"2015-08-06",0.137625,0.09975,0.14775,0.08925,0.133875,0.300333333333333,0.398,NA,0.13775,0.0829583333333333,0.0895833333333333,0.236916666666667,0.1215,0.283541666666667,0.16925,0.256,0.163333333333333,0.267625,0.295833333333333,0.246791666666667,0.516190476190476,0.318625,0.251125,0.109625,0.162041666666667,0.0868333333333333,0.166208333333333,0.498291666666667,0.165666666666667,0.1935,0.288416666666667,0.233,0.0999583333333333,0.178416666666667,0.346208333333333
"2015-08-07",0.139166666666667,0.112625,0.1485,0.0952083333333333,0.206833333333333,0.339375,0.471291666666667,NA,0.143625,0.0906666666666667,0.0885833333333333,0.243708333333333,0.150375,0.284916666666667,0.176208333333333,0.260583333333333,0.164666666666667,0.269666666666667,0.29825,0.251125,0.521142857142857,0.319083333333333,0.259916666666667,0.112208333333333,0.163166666666667,0.106583333333333,0.1685,0.509541666666667,0.166916666666667,0.19225,0.351958333333333,0.233958333333333,0.14925,0.194,0.416291666666667
"2015-08-08",0.14125,0.121375,0.150541666666667,0.102791666666667,0.222291666666667,0.345875,0.469636363636364,NA,0.144666666666667,0.092125,0.0904583333333333,0.276916666666667,0.170833333333333,0.298375,0.179958333333333,0.262041666666667,0.16525,0.304041666666667,0.300916666666667,0.252458333333333,0.521,0.319791666666667,0.259375,0.114833333333333,0.162958333333333,0.109666666666667,0.176541666666667,0.509958333333333,0.169708333333333,0.196458333333333,0.352083333333333,0.243208333333333,0.158375,0.207333333333333,0.4175
"2015-08-09",0.13975,0.119583333333333,0.151375,0.0995833333333333,0.23675,0.346541666666667,0.4675,NA,0.143791666666667,0.091,0.0913333333333333,0.290458333333333,0.163958333333333,0.29825,0.179166666666667,0.263458333333333,0.16625,0.308625,0.302666666666667,0.254208333333333,0.521,0.32075,0.259666666666667,0.115666666666667,0.16325,0.109666666666667,0.179125,0.507708333333333,0.170916666666667,0.197166666666667,0.359083333333333,0.243583333333333,0.147666666666667,0.213541666666667,0.415625
"2015-08-10",0.137770114942529,0.10671724137931,0.150540229885057,0.0950019157088123,0.196387739463602,0.32821877394636,0.425365517241379,NA,0.140425287356322,0.0865823754789272,0.0907862068965517,0.26190153256705,0.141402298850575,0.284041379310345,0.172828352490421,0.259298084291188,0.164955555555556,0.286091570881226,0.299580459770115,0.251580459770115,0.518588505747126,0.32,0.255505747126437,0.112080459770115,0.161808429118774,0.0984329501915709,0.172931034482759,0.503509961685824,0.168272030651341,0.194768199233716,0.3296030651341,0.238812260536398,0.121391954022989,0.203122222222222,0.389770881226054
"2015-08-11",0.137833333333333,0.101916666666667,0.149208333333333,0.094375,0.162958333333333,0.324625,0.393375,NA,0.139083333333333,0.08425,0.089625,0.236333333333333,0.133166666666667,0.273291666666667,0.171416666666667,0.256083333333333,0.164,0.277166666666667,0.297416666666667,0.249,0.516619047619048,0.319666666666667,0.2535,0.113333333333333,0.162166666666667,0.0936666666666667,0.168208333333333,0.501708333333333,0.165666666666667,0.193208333333333,0.309625,0.2355,0.112833333333333,0.193,0.371083333333333
"2015-08-12",0.138166666666667,0.106583333333333,0.151083333333333,0.103458333333333,0.190125,0.34725,0.438833333333333,NA,0.139958333333333,0.0865833333333333,0.08925,0.230875,0.144541666666667,0.267333333333333,0.175333333333333,0.257041666666667,0.164583333333333,0.29725,0.297958333333333,0.250291666666667,0.519333333333333,0.3195,0.255416666666667,0.117791666666667,0.162875,0.09875,0.168916666666667,0.503916666666667,0.166291666666667,0.191666666666667,0.340916666666667,0.235333333333333,0.12075,0.195541666666667,0.364166666666667
"2015-08-13",0.136708333333333,0.0998333333333333,0.148458333333333,0.0974166666666667,0.1505,0.318333333333333,0.372625,NA,0.137583333333333,0.0819583333333333,0.089,0.219125,0.127791666666667,0.258666666666667,0.168875,0.253791666666667,0.163458333333333,0.278458333333333,0.295666666666667,0.246666666666667,0.516625,0.318625,0.251625,0.10925,0.1605,0.0895833333333333,0.1645,0.499791666666667,0.164375,0.191041666666667,0.297375,0.233291666666667,0.104625,0.185708333333333,0.3495
"2015-08-14",0.13525,0.0962083333333333,0.1465,0.094375,0.133208333333333,0.298083333333333,0.340708333333333,NA,0.136291666666667,0.079125,0.088,0.209125,0.12,0.249083333333333,0.166041666666667,0.251333333333333,0.161791666666667,0.271208333333333,0.294166666666667,0.244125,0.515666666666667,0.318,0.249041666666667,0.106375,0.15875,0.0850416666666667,0.160791666666667,0.497833333333333,0.162375,0.18975,0.275083333333333,0.23125,0.0961666666666667,0.178208333333333,0.338041666666667
"2015-08-15",0.140125,0.101583333333333,0.1505,0.102833333333333,0.208208333333333,0.336833333333333,0.400625,NA,0.141833333333333,0.0797083333333333,0.089,0.240416666666667,0.16775,0.253333333333333,0.182708333333333,0.257333333333333,0.165291666666667,0.284458333333333,0.297291666666667,0.2475,0.515375,0.318416666666667,0.256708333333333,0.1135,0.161375,0.101666666666667,0.167291666666667,0.502875,0.165458333333333,0.190833333333333,0.313916666666667,0.234833333333333,0.137375,0.196666666666667,0.39425
"2015-08-16",0.146791666666667,0.128583333333333,0.160833333333333,0.124541666666667,0.278583333333333,0.383583333333333,0.468083333333333,NA,0.151416666666667,0.0882083333333333,0.09575,0.319541666666667,0.236416666666667,0.274333333333333,0.209583333333333,0.281041666666667,0.17725,0.335875,0.305666666666667,0.277625,NA,0.320625,0.272958333333333,0.129541666666667,0.165375,0.1245,0.177333333333333,0.510291666666667,0.184875,0.197333333333333,0.379041666666667,0.240416666666667,0.189583333333333,0.270416666666667,0.451166666666667
"2015-08-17",0.142244917257683,0.130559810874705,0.162535224586288,0.126179196217494,0.25861938534279,0.377703546099291,0.446456737588653,NA,0.151407092198582,0.0979049645390071,0.0957744680851064,0.361923404255319,0.226184397163121,0.274223640661939,0.202164066193853,0.280955555555556,0.175663356973995,0.343312529550827,0.309695508274232,0.283566430260047,0.521,0.322,0.270490307328605,0.134685579196217,0.165812765957447,0.120759810874704,0.175695508274232,0.507094562647754,0.17822695035461,0.198387234042553,0.37496170212766,0.238691252955083,0.17058865248227,0.297226477541371,0.425267612293144
"2015-08-18",0.1385,0.125166666666667,0.157375,0.114708333333333,0.253541666666667,0.37025,0.422125,NA,0.149708333333333,0.0934166666666667,0.0927083333333333,0.346416666666667,0.218041666666667,0.262291666666667,0.191958333333333,0.269875,0.170625,0.317916666666667,0.306041666666667,0.278291666666667,0.520666666666667,0.321666666666667,0.267291666666667,0.123416666666667,0.164125,0.1105,0.172625,0.507,0.174875,0.195708333333333,0.363,0.237125,0.146041666666667,0.291958333333333,0.407291666666667
"2015-08-19",0.137,0.112333333333333,0.15425,0.104083333333333,0.224666666666667,0.348375,0.356666666666667,NA,0.145833333333333,0.088375,0.0916666666666667,0.325583333333333,0.187041666666667,0.252458333333333,0.181,0.261458333333333,0.167291666666667,0.299083333333333,0.3015,0.268833333333333,0.518333333333333,0.320583333333333,0.26025,0.114958333333333,0.161583333333333,0.100333333333333,0.16875,0.505,0.170958333333333,0.193875,0.336,0.2345,0.123416666666667,0.27325,0.387333333333333
"2015-08-20",0.1365,0.105708333333333,0.152625,0.099875,0.183708333333333,0.337125,0.334416666666667,NA,0.144916666666667,0.0855,0.0906666666666667,0.296791666666667,0.1775,0.2465,0.177041666666667,0.256416666666667,0.165708333333333,0.286958333333333,0.298791666666667,0.263291666666667,0.516909090909091,0.32,0.256291666666667,0.110958333333333,0.160833333333333,0.0958333333333333,0.166541666666667,0.502,0.168041666666667,0.192375,0.312,0.23275,0.113041666666667,0.256833333333333,0.369791666666667
"2015-08-21",0.13575,0.103666666666667,0.151958333333333,0.10275,0.185541666666667,0.346416666666667,0.343625,NA,0.144833333333333,0.08775,0.0896666666666667,0.279958333333333,0.194125,0.242083333333333,0.178333333333333,0.255875,0.165041666666667,0.284166666666667,0.299333333333333,0.264666666666667,0.521,0.32,0.258125,0.111208333333333,0.161541666666667,0.099375,0.166708333333333,0.508541666666667,0.166875,0.190958333333333,0.318791666666667,0.232375,0.118666666666667,0.254375,0.358958333333333
"2015-08-22",0.135,0.0989166666666667,0.150333333333333,0.09875,0.15425,0.321208333333333,0.306375,NA,0.141875,0.083875,0.0892916666666667,0.259291666666667,0.166333333333333,0.236166666666667,0.172916666666667,0.252583333333333,0.163541666666667,0.279166666666667,0.297,0.256,0.517916666666667,0.31925,0.253791666666667,0.107125,0.1615,0.0909583333333333,0.163833333333333,0.503208333333333,0.165416666666667,0.190125,0.288833333333333,0.230708333333333,0.105958333333333,0.245875,0.344583333333333
"2015-08-23",0.135291666666667,0.09775,0.150416666666667,0.100458333333333,0.163166666666667,0.329541666666667,0.312416666666667,NA,0.141583333333333,0.0829583333333333,0.0885833333333333,0.242583333333333,0.175916666666667,0.233,0.173708333333333,0.251375,0.163,0.27625,0.296583333333333,0.255916666666667,0.516,0.318083333333333,0.252875,0.108708333333333,0.162458333333333,0.0945833333333333,0.1635,0.506,0.163791666666667,0.188541666666667,0.288958333333333,0.230958333333333,0.112,0.236708333333333,0.361833333333333
"2015-08-24",0.135378922439313,0.10041918294849,0.150341030195382,0.10599585553582,0.173826524570752,0.352425103611605,0.325397276494967,NA,0.144699230313795,0.0851563055062167,0.0881515689757253,0.240191237418591,0.20748549437537,0.236271758436945,0.181221432800474,0.25347720544701,0.169033747779751,0.278374185908822,0.298573120189461,0.261848431024275,0.521,0.318848431024275,0.257264653641208,0.108600947306098,0.162772646536412,0.0965405565423327,0.164537596210776,0.50795441089402,0.166050917702783,0.187833629366489,0.304413854351687,0.232,0.117888691533452,0.237825340438129,0.364815275310835
"2015-08-25",0.148125,0.147875,0.178833333333333,0.171708333333333,0.30525,0.405041666666667,0.468521739130435,NA,0.168791666666667,0.114916666666667,0.0985833333333333,0.366625,0.302125,0.316041666666667,0.250708333333333,0.31325,0.2175,0.395791666666667,0.382333333333333,0.336958333333333,NA,0.322333333333333,0.275,0.176791666666667,0.198208333333333,0.137875,0.203458333333333,0.517913043478261,0.225333333333333,0.214333333333333,0.402125,0.280708333333333,0.217375,0.352333333333333,0.466208333333333
"2015-08-26",0.146125,0.144875,0.178583333333333,0.16825,0.271708333333333,0.382166666666667,0.423,NA,0.175166666666667,0.131208333333333,0.0990833333333333,0.3555,0.266625,0.313125,0.245208333333333,0.308416666666667,0.200416666666667,0.388375,0.379208333333333,0.335625,0.521,0.324916666666667,0.280083333333333,0.149291666666667,0.219791666666667,0.134625,0.2135,0.513458333333333,0.21225,0.226416666666667,0.383833333333333,0.282125,0.194791666666667,0.337416666666667,0.427291666666667
"2015-08-27",0.184791666666667,0.187,0.219166666666667,0.217875,0.335,0.418708333333333,0.498857142857143,NA,0.2105,0.178,0.107708333333333,0.397041666666667,0.326,0.371,0.311916666666667,0.36275,0.250083333333333,0.442916666666667,0.420166666666667,0.388833333333333,NA,0.329958333333333,0.291458333333333,0.214125,0.26025,0.175041666666667,0.25925,0.51685,0.262041666666667,0.28975,0.41275,0.350958333333333,0.305958333333333,0.388375,0.47975
"2015-08-28",0.211833333333333,0.223,0.2585,0.258541666666667,0.336666666666667,0.420833333333333,0.495333333333333,NA,0.253833333333333,0.199666666666667,0.127916666666667,0.405666666666667,0.326083333333333,0.381791666666667,0.354708333333333,0.391083333333333,0.32625,0.4505,0.425,0.400041666666667,NA,0.342791666666667,0.33075,0.2305,0.296833333333333,0.193125,0.29275,0.513333333333333,0.296416666666667,0.324583333333333,0.414708333333333,0.365416666666667,0.323666666666667,0.393208333333333,0.475708333333333
